,ID,Channel,Title,Duration,Release Date,Views,Likes,Comments,Hour 1,Hour 2,Hour 3,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14,Hour 15,Hour 16,Hour 17,Hour 18,Hour 19,Hour 20,Hour 21,Hour 22,Hour 23,Hour 24,Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12
524,L7TiBkgUNjo,채널 NCT DAILY,[N'-96] Dream Concert Behind Viewing DREAM💚,00:12:03,2019-06-04 10:00:02,1421605.0,111670.0,2466.0,530.0,148.0,81.0,63.0,45.0,59.0,44.0,36.0,25.0,17.0,15.0,7.0,9.0,24.0,11.0,13.0,17.0,13.0,13.0,12.0,10.0,6.0,8.0,9.0,1215.0,122.0,65.0,19.0,23.0,16.0,14.0,1577.0,48.0,35.0,31.0,12.0,18.0,19.0,10.0,8.0,18.0,29.0,34.0
525,7RmIYOox1b8,채널 NCT DAILY,MARK X VANCOUVER : Capilano Suspension Bridge!🚶‍♂️ (Feat. NCT 127 Bros) | NCT 127 HIT THE STATES,00:15:19,2019-06-04 13:00:00,3167592.0,203392.0,3609.0,629.0,218.0,149.0,105.0,65.0,51.0,44.0,28.0,32.0,29.0,33.0,18.0,23.0,28.0,23.0,29.0,15.0,17.0,23.0,9.0,12.0,10.0,7.0,3.0,1600.0,97.0,43.0,39.0,25.0,39.0,15.0,2034.0,77.0,21.0,20.0,34.0,18.0,12.0,35.0,24.0,36.0,66.0,62.0
526,ESVsbCkFvG4,SMTOWN,[STATION 3] NCT DREAM X HRVY 'Don't Need Your Love' MV,00:03:36,2019-06-06 09:00:00,38402976.0,1556661.0,89721.0,11003.0,4136.0,2974.0,2242.0,2161.0,1999.0,1791.0,1462.0,1087.0,886.0,739.0,581.0,562.0,547.0,647.0,725.0,690.0,711.0,611.0,552.0,507.0,423.0,381.0,315.0,37732.0,5752.0,2942.0,1789.0,1216.0,987.0,644.0,55859.0,1679.0,671.0,449.0,303.0,354.0,324.0,312.0,240.0,328.0,580.0,504.0
527,YfBPKS5e5TU,NCT DREAM,SM 셀러브리티와의 선물 같은 시간 💖 NCT DREAM,00:08:30,2019-06-07 08:00:08,435082.0,73021.0,1363.0,296.0,94.0,78.0,61.0,54.0,58.0,50.0,45.0,36.0,20.0,8.0,8.0,3.0,10.0,12.0,14.0,14.0,12.0,8.0,13.0,6.0,13.0,8.0,7.0,928.0,54.0,13.0,10.0,10.0,9.0,10.0,1055.0,11.0,8.0,3.0,5.0,1.0,3.0,2.0,2.0,6.0,15.0,6.0
528,WN19JEfmV9A,채널 NCT DAILY,[N'-97] Behind the NCT #127 WE ARE SUPERHUMAN,00:07:15,2019-06-09 13:00:04,551578.0,56211.0,1945.0,686.0,132.0,90.0,57.0,44.0,35.0,26.0,18.0,32.0,25.0,21.0,22.0,23.0,24.0,25.0,25.0,15.0,13.0,12.0,6.0,10.0,11.0,7.0,10.0,1369.0,87.0,33.0,10.0,6.0,7.0,5.0,1558.0,8.0,7.0,8.0,5.0,7.0,6.0,3.0,3.0,1.0,18.0,14.0
529,a6fb6MAOBQY,채널 NCT DAILY,[N'-98] NCT 127 'Superhuman' 첫방 대기실 (Feat. 돌아온 해찬캠),00:04:19,2019-06-10 13:00:00,491789.0,48474.0,1581.0,639.0,125.0,55.0,51.0,36.0,17.0,16.0,13.0,7.0,14.0,12.0,13.0,15.0,18.0,12.0,10.0,14.0,10.0,4.0,6.0,6.0,4.0,8.0,3.0,1108.0,81.0,29.0,10.0,11.0,3.0,7.0,1271.0,19.0,7.0,8.0,4.0,2.0,4.0,3.0,1.0,3.0,7.0,14.0
530,RNQDkjV7vA8,NCT 127,[NCT 127 1ST Concert ‘NEO CITY : SEOUL – The Origin’ – SURROUND VIEWING_PREVIEW],00:00:53,2019-06-12 03:00:04,78254.0,15190.0,418.0,208.0,41.0,19.0,23.0,11.0,7.0,5.0,5.0,5.0,3.0,8.0,4.0,0.0,2.0,1.0,3.0,2.0,5.0,1.0,0.0,0.0,1.0,2.0,2.0,358.0,3.0,4.0,2.0,0.0,0.0,0.0,368.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
531,wBr2O6_es2U,WayV,WayV 威神V '爱不释手 (Let me love u)' Self-Filmed MV,00:03:55,2019-06-13 11:00:09,10331116.0,521195.0,22625.0,3039.0,1149.0,753.0,615.0,533.0,444.0,286.0,232.0,205.0,134.0,104.0,136.0,129.0,106.0,117.0,89.0,100.0,82.0,128.0,75.0,77.0,89.0,55.0,56.0,8733.0,676.0,291.0,164.0,126.0,83.0,65.0,10859.0,364.0,157.0,165.0,243.0,139.0,155.0,139.0,112.0,250.0,327.0,468.0
532,sGW__iFwEjs,채널 NCT DAILY,Grand Open: NCT 127 1st Tour ‘NEO CITY - The Origin’ PHOTO EXHIBITION,00:09:01,2019-06-13 14:30:01,439033.0,47029.0,1703.0,595.0,113.0,101.0,41.0,32.0,28.0,18.0,21.0,19.0,23.0,27.0,20.0,21.0,17.0,18.0,23.0,10.0,14.0,8.0,4.0,12.0,4.0,12.0,13.0,1194.0,118.0,23.0,24.0,7.0,9.0,5.0,1410.0,24.0,6.0,5.0,2.0,3.0,7.0,5.0,6.0,8.0,16.0,7.0
533,R4SFnILjcss,NCT 127,NCT 127 ‘Superhuman’ - SK텔레콤 FLO TVC(초시대 음악생활),00:00:31,2019-06-14 10:47:01,51715.0,9874.0,337.0,186.0,26.0,21.0,6.0,6.0,2.0,7.0,2.0,2.0,2.0,1.0,5.0,1.0,1.0,4.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,281.0,18.0,11.0,4.0,1.0,3.0,0.0,323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,iFnAbE4gtJY,채널 NCT DAILY,[N'-99] Behind the NCT 127 'Superhuman' MV,00:06:53,2019-06-14 13:00:12,742686.0,74199.0,2048.0,547.0,167.0,117.0,56.0,60.0,27.0,25.0,25.0,15.0,15.0,13.0,19.0,16.0,24.0,32.0,15.0,10.0,7.0,17.0,12.0,6.0,4.0,3.0,10.0,1242.0,102.0,58.0,33.0,30.0,10.0,6.0,1547.0,19.0,12.0,24.0,4.0,12.0,11.0,14.0,4.0,20.0,17.0,6.0
535,XDd5yGt_cRA,채널 NCT DAILY,"Welcome to my hometown & Sleepover with DY, MK | Johnny’s Communication Center (JCC) Ep.10",00:17:22,2019-06-16 12:58:14,9867735.0,581683.0,19943.0,1459.0,900.0,574.0,455.0,359.0,272.0,231.0,181.0,147.0,108.0,120.0,106.0,90.0,95.0,109.0,98.0,99.0,94.0,66.0,73.0,59.0,67.0,57.0,47.0,5866.0,806.0,510.0,285.0,226.0,150.0,107.0,8610.0,305.0,218.0,142.0,128.0,150.0,148.0,89.0,184.0,447.0,351.0,323.0
536,eNOZ_nI0-w0,채널 NCT DAILY,[N'-100] Behind the NCT DREAM X HRVY 'Don't Need Your Love' MV,00:09:39,2019-06-18 10:00:06,2485133.0,248957.0,6550.0,1349.0,396.0,309.0,238.0,200.0,178.0,136.0,128.0,67.0,75.0,64.0,60.0,56.0,45.0,47.0,42.0,48.0,43.0,36.0,35.0,38.0,30.0,28.0,40.0,3688.0,289.0,97.0,46.0,38.0,25.0,18.0,4404.0,70.0,63.0,31.0,20.0,61.0,39.0,48.0,28.0,76.0,77.0,61.0
537,oH3BSut8XRY,채널 NCT DAILY,⭐️Dream comes true⭐️ in Shanghai #3 | CHENJI'S This And That Ep.12,00:12:57,2019-06-20 09:00:13,1650796.0,113865.0,1940.0,408.0,80.0,57.0,37.0,32.0,27.0,24.0,18.0,15.0,10.0,5.0,8.0,4.0,9.0,3.0,7.0,3.0,8.0,5.0,7.0,6.0,13.0,3.0,5.0,794.0,93.0,44.0,20.0,17.0,2.0,3.0,1012.0,39.0,25.0,9.0,7.0,12.0,10.0,6.0,6.0,15.0,47.0,30.0
538,yjSqC_vwMJo,채널 NCT DAILY,Hello Thailand 🙏 Because I miss it! | NCT 127 in Thailand,00:03:11,2019-06-20 12:51:17,383154.0,43109.0,1571.0,959.0,113.0,59.0,31.0,24.0,19.0,11.0,7.0,7.0,2.0,6.0,10.0,10.0,5.0,8.0,8.0,3.0,3.0,7.0,4.0,8.0,6.0,3.0,3.0,1316.0,25.0,30.0,11.0,4.0,5.0,6.0,1411.0,6.0,3.0,4.0,3.0,1.0,1.0,0.0,2.0,4.0,3.0,7.0
539,qL0jkgOiYS0,채널 NCT DAILY,NCT 127 X LA : Let's go Dodgers! The first pitch⚾ at Dodger Stadium | NCT 127 HIT THE STATES,00:07:31,2019-06-21 09:00:08,1503794.0,119256.0,1775.0,389.0,71.0,34.0,40.0,41.0,26.0,21.0,26.0,21.0,19.0,19.0,14.0,11.0,6.0,10.0,16.0,14.0,12.0,11.0,4.0,12.0,9.0,8.0,6.0,840.0,75.0,42.0,16.0,16.0,4.0,12.0,1062.0,26.0,11.0,5.0,11.0,7.0,9.0,7.0,8.0,36.0,32.0,21.0
540,BEuVJcU8Qb4,WayV,[WayV-ehind] Global Press Conference Backstage,00:03:46,2019-06-21 10:00:02,172659.0,24420.0,838.0,244.0,52.0,30.0,29.0,31.0,13.0,13.0,14.0,18.0,15.0,8.0,3.0,8.0,8.0,7.0,8.0,7.0,4.0,12.0,4.0,7.0,6.0,6.0,3.0,550.0,39.0,12.0,6.0,5.0,3.0,1.0,639.0,11.0,5.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0
541,2TEWooKMQdA,NCT,NCT 127 TAKES BANGKOK : 1ST WORLD TOUR _NCT 127 TO THE WORLD,00:00:59,2019-06-25 04:30:00,69565.0,11992.0,266.0,129.0,20.0,8.0,5.0,5.0,4.0,2.0,2.0,3.0,2.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,197.0,8.0,3.0,3.0,0.0,1.0,1.0,219.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
542,OMHNwxNx9yA,NCT 127,NCT 127 TAKES BANGKOK : 1ST WORLD TOUR _NCT 127 TO THE WORLD,00:00:59,2019-06-25 04:30:01,62931.0,10988.0,331.0,188.0,19.0,9.0,9.0,4.0,8.0,4.0,3.0,5.0,3.0,3.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,263.0,7.0,3.0,5.0,2.0,1.0,3.0,286.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
543,neNlrLLsCrE,채널 NCT MUSIC,Cover | DOYOUNG - idontwannabeyouanymore (Billie Eilish),00:04:41,2019-06-25 14:00:09,4765920.0,529532.0,14315.0,3056.0,842.0,446.0,277.0,165.0,145.0,120.0,132.0,96.0,102.0,124.0,105.0,90.0,96.0,100.0,64.0,57.0,51.0,40.0,46.0,38.0,47.0,31.0,34.0,6304.0,719.0,311.0,166.0,146.0,106.0,61.0,8359.0,287.0,168.0,98.0,82.0,79.0,131.0,78.0,171.0,274.0,177.0,163.0
544,mHR1w7FhqSs,채널 NCT DAILY,[N'-101] 'Superhuman' Music Core Waiting Room BEHIND✊✌️🖐,00:04:07,2019-06-26 09:00:11,774597.0,63188.0,1739.0,540.0,93.0,64.0,45.0,41.0,53.0,48.0,39.0,24.0,13.0,19.0,11.0,9.0,9.0,5.0,6.0,20.0,6.0,8.0,13.0,9.0,8.0,16.0,7.0,1106.0,105.0,27.0,12.0,10.0,8.0,8.0,1312.0,27.0,11.0,5.0,1.0,7.0,6.0,7.0,9.0,17.0,14.0,10.0
545,nwatihqiVB8,채널 NCT DAILY,CHENLE's Ramyeon Recipe Revealed! (Feat. Asst. JISUNG-ie) | CHENJI's This and That Ep. 13,00:13:59,2019-06-27 11:00:07,2002395.0,144027.0,3299.0,978.0,171.0,151.0,79.0,63.0,36.0,26.0,22.0,16.0,21.0,18.0,16.0,14.0,20.0,7.0,11.0,6.0,13.0,8.0,5.0,6.0,16.0,8.0,6.0,1717.0,135.0,60.0,23.0,25.0,15.0,11.0,2095.0,96.0,42.0,21.0,10.0,28.0,33.0,30.0,17.0,28.0,50.0,36.0
546,cR6p4EQ72ig,NCT,NCT 127 TAKES SAINT PETERSBURG : 1ST WORLD TOUR _NCT 127 TO THE WORLD,00:01:06,2019-06-28 06:00:02,54722.0,10334.0,242.0,121.0,13.0,6.0,6.0,3.0,5.0,7.0,3.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,176.0,5.0,3.0,1.0,1.0,1.0,4.0,192.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
547,s2gDP9xKC9Y,NCT 127,NCT 127 TAKES SAINT PETERSBURG : 1ST WORLD TOUR _NCT 127 TO THE WORLD,00:01:06,2019-06-28 06:00:09,62477.0,10739.0,392.0,179.0,21.0,14.0,7.0,6.0,7.0,3.0,7.0,9.0,5.0,1.0,2.0,1.0,7.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,281.0,15.0,7.0,5.0,1.0,3.0,4.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
548,lZGUhMTNGss,채널 NCT DAILY,JOHNNY & DOYOUNG X NY : Newest Landmark in NY! Climbing up Vessel | NCT 127 HIT THE STATES,00:13:07,2019-06-29 09:00:06,889757.0,76336.0,1959.0,434.0,113.0,56.0,53.0,46.0,66.0,56.0,41.0,34.0,23.0,20.0,16.0,14.0,19.0,13.0,10.0,11.0,16.0,16.0,13.0,12.0,11.0,5.0,5.0,1103.0,104.0,32.0,19.0,15.0,4.0,4.0,1333.0,29.0,6.0,12.0,8.0,11.0,6.0,6.0,7.0,20.0,15.0,20.0
549,NgiVarr10hM,NCT 127,MTV Russia Exclusive - #NCT127inPublic Highlight (Super Cherry Bomb🍒),00:01:00,2019-06-29 10:00:04,211205.0,35269.0,648.0,213.0,46.0,26.0,16.0,21.0,17.0,13.0,13.0,7.0,3.0,7.0,4.0,5.0,5.0,2.0,6.0,7.0,7.0,5.0,5.0,4.0,1.0,2.0,2.0,437.0,35.0,31.0,28.0,11.0,5.0,3.0,553.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
550,OYjRT8ce2XA,NCT DREAM,2019 NCT DREAM Back to School Kit – 촬영 스케치 영상,00:00:33,2019-07-02 09:00:02,114457.0,25664.0,626.0,274.0,47.0,23.0,19.0,25.0,22.0,11.0,18.0,4.0,2.0,5.0,1.0,2.0,1.0,2.0,4.0,4.0,9.0,5.0,3.0,1.0,3.0,4.0,0.0,489.0,30.0,11.0,4.0,1.0,0.0,2.0,537.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
551,Gr_bEyzBxqA,NCT 127,2019 NCT 127 Back to School Kit – 촬영 스케치 영상,00:00:28,2019-07-02 09:00:02,113021.0,23880.0,614.0,295.0,50.0,30.0,27.0,20.0,18.0,20.0,7.0,19.0,4.0,5.0,5.0,4.0,2.0,6.0,5.0,3.0,6.0,3.0,1.0,2.0,5.0,2.0,1.0,540.0,22.0,12.0,4.0,4.0,1.0,0.0,585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
552,LZu8abVXW7Q,WayV,2019 WayV Back to School Kit – Making Clip,00:00:28,2019-07-02 09:00:02,155047.0,28895.0,632.0,243.0,43.0,23.0,27.0,19.0,26.0,23.0,17.0,16.0,5.0,4.0,4.0,5.0,4.0,2.0,9.0,5.0,3.0,4.0,4.0,0.0,3.0,5.0,4.0,498.0,26.0,10.0,3.0,4.0,1.0,1.0,551.0,4.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
553,bRSmplu7Hwo,채널 NCT DAILY,[N'-102] Andong Mural Painting Village: I Painted a Dream👨‍🎨🎨,00:08:34,2019-07-02 11:00:06,1614647.0,152119.0,2551.0,603.0,166.0,107.0,80.0,69.0,64.0,35.0,27.0,14.0,16.0,13.0,19.0,14.0,18.0,8.0,21.0,12.0,7.0,7.0,17.0,10.0,6.0,4.0,9.0,1346.0,88.0,35.0,35.0,21.0,12.0,13.0,1605.0,28.0,33.0,9.0,31.0,21.0,32.0,11.0,27.0,28.0,42.0,39.0
554,kdcJE-oqjw4,채널 NCT DAILY,NCT 127 X MIAMI : Summer Boys at Miami Beach 🏖 | NCT 127 HIT THE STATES,00:16:59,2019-07-03 10:58:47,5477927.0,359348.0,10535.0,833.0,457.0,338.0,300.0,315.0,219.0,162.0,173.0,120.0,109.0,78.0,84.0,64.0,63.0,76.0,54.0,49.0,57.0,60.0,46.0,44.0,40.0,35.0,25.0,3801.0,467.0,245.0,181.0,108.0,88.0,58.0,5361.0,185.0,144.0,131.0,109.0,87.0,101.0,77.0,187.0,288.0,237.0,217.0
555,Wdy7Th-yMgM,NCT,NCT 127 TAKES MOSCOW : 1ST WORLD TOUR _NCT 127 TO THE WORLD,00:00:57,2019-07-05 05:00:01,43329.0,7974.0,166.0,76.0,20.0,6.0,2.0,3.0,0.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,125.0,6.0,1.0,0.0,2.0,2.0,0.0,136.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
556,PRUOewVruys,NCT 127,NCT 127 TAKES MOSCOW : 1ST WORLD TOUR _NCT 127 TO THE WORLD,00:00:57,2019-07-05 05:00:02,48348.0,9394.0,303.0,154.0,20.0,4.0,9.0,9.0,5.0,2.0,3.0,4.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,222.0,6.0,6.0,2.0,3.0,0.0,0.0,242.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
557,mYNAwIgZess,WayV,2019 WayV Back to School Kit – Interview Clip,00:01:02,2019-07-05 09:00:11,140645.0,22439.0,553.0,184.0,27.0,12.0,18.0,17.0,20.0,15.0,9.0,10.0,6.0,8.0,5.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,7.0,2.0,0.0,1.0,1.0,359.0,21.0,6.0,7.0,1.0,8.0,1.0,420.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0
558,86vENqzAGxg,NCT 127,2019 NCT 127 Back to School Kit – 현장 인터뷰 영상,00:01:26,2019-07-05 09:00:39,84948.0,15896.0,434.0,171.0,35.0,13.0,22.0,21.0,16.0,9.0,10.0,6.0,3.0,10.0,5.0,3.0,2.0,1.0,6.0,1.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,341.0,27.0,8.0,2.0,2.0,1.0,2.0,385.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
559,OgWNBio0SUk,NCT DREAM,2019 NCT DREAM Back to School Kit – 현장 인터뷰 영상,00:01:38,2019-07-05 09:01:03,113576.0,20278.0,475.0,167.0,37.0,19.0,21.0,18.0,16.0,9.0,8.0,8.0,5.0,2.0,1.0,2.0,2.0,2.0,8.0,3.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,340.0,34.0,5.0,7.0,2.0,0.0,2.0,401.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
560,bGLYLQDazjo,채널 NCT DAILY,"Assistant Manager Kim, ready to go to King of Masked Singer (NCT DOYOUNG: Masked Singer Behind)",00:17:37,2019-07-08 13:00:08,910489.0,98569.0,3658.0,1087.0,284.0,117.0,97.0,58.0,53.0,27.0,29.0,31.0,26.0,30.0,19.0,22.0,18.0,25.0,16.0,26.0,21.0,13.0,17.0,8.0,22.0,12.0,15.0,2073.0,123.0,80.0,69.0,56.0,18.0,16.0,2550.0,32.0,16.0,22.0,17.0,7.0,7.0,8.0,42.0,37.0,28.0,30.0
561,DbmPdLHT4Kk,NCT,NCT 127 TAKES LONDON : 1ST WORLD TOUR _NCT 127 TO THE WORLD,00:00:59,2019-07-09 10:00:00,59949.0,9150.0,173.0,75.0,10.0,4.0,2.0,3.0,3.0,2.0,1.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,112.0,6.0,3.0,2.0,0.0,2.0,1.0,127.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
562,dGQJ-_bIVjA,NCT 127,NCT 127 TAKES LONDON : 1ST WORLD TOUR _NCT 127 TO THE WORLD,00:00:59,2019-07-09 10:00:07,60866.0,10936.0,298.0,114.0,18.0,13.0,5.0,13.0,7.0,6.0,3.0,7.0,4.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,201.0,11.0,4.0,4.0,0.0,2.0,1.0,227.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0
563,4hemezVsyyY,채널 NCT DAILY,NCT 127 X VANCOUVER : Crushing On Vancouver🍁 (Feat. Mysterious Hand) | NCT 127 HIT THE STATES,00:15:08,2019-07-11 10:00:00,2745114.0,191359.0,4992.0,859.0,291.0,224.0,163.0,139.0,123.0,100.0,82.0,60.0,76.0,52.0,29.0,23.0,32.0,36.0,30.0,47.0,43.0,35.0,36.0,26.0,11.0,18.0,17.0,2552.0,258.0,86.0,55.0,33.0,29.0,20.0,3143.0,47.0,37.0,24.0,23.0,22.0,28.0,22.0,82.0,84.0,93.0,51.0
564,zkxnXEyX5P4,SM STATION,[STATION 3] TAEYONG 태용 'Long Flight' #비하인더스테이션,00:02:14,2019-07-12 09:00:25,83874.0,16718.0,439.0,139.0,24.0,18.0,19.0,19.0,18.0,9.0,4.0,11.0,6.0,7.0,3.0,9.0,2.0,4.0,1.0,5.0,4.0,2.0,0.0,1.0,6.0,2.0,0.0,313.0,29.0,7.0,10.0,8.0,19.0,4.0,394.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
565,LoLqz33MJNU,채널 NCT DAILY,Daily Life Jaehyun: What Do You Think of My Pad Thai?,00:13:35,2019-07-15 11:00:02,2452086.0,199214.0,6054.0,1371.0,319.0,205.0,142.0,118.0,82.0,51.0,33.0,26.0,19.0,11.0,16.0,21.0,14.0,25.0,19.0,28.0,22.0,19.0,19.0,20.0,27.0,25.0,18.0,2650.0,240.0,112.0,54.0,84.0,73.0,48.0,3553.0,117.0,72.0,88.0,38.0,40.0,48.0,109.0,135.0,122.0,88.0,83.0
566,AwAXq1Wbf8s,NCT 127,NCT 127 TAKES PARIS : 1ST WORLD TOUR _NCT 127 TO THE WORLD,00:01:01,2019-07-16 10:00:02,42687.0,8007.0,315.0,107.0,19.0,8.0,10.0,8.0,2.0,3.0,12.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,177.0,8.0,7.0,1.0,0.0,0.0,0.0,197.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
567,hNyF7fElxC4,NCT,NCT 127 TAKES PARIS : 1ST WORLD TOUR _NCT 127 TO THE WORLD,00:01:01,2019-07-16 10:00:10,75520.0,11029.0,240.0,92.0,7.0,10.0,8.0,7.0,5.0,5.0,4.0,0.0,1.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,149.0,3.0,2.0,2.0,0.0,0.0,0.0,158.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0
568,dBFVH882FmM,SM STATION,[STATION 3] TAEYONG 태용 'Long Flight' MV Teaser,00:00:27,2019-07-17 09:00:06,90126.0,17802.0,534.0,285.0,44.0,23.0,21.0,15.0,8.0,17.0,10.0,10.0,2.0,5.0,3.0,4.0,3.0,4.0,5.0,2.0,0.0,6.0,4.0,2.0,3.0,4.0,2.0,482.0,18.0,1.0,0.0,0.0,0.0,0.0,503.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,SvV49SD99DY,SMTOWN,[STATION 3] TAEYONG 태용 'Long Flight' MV,00:03:34,2019-07-18 09:03:02,22839426.0,939154.0,78037.0,8247.0,2203.0,1428.0,1141.0,968.0,786.0,854.0,671.0,497.0,431.0,368.0,354.0,318.0,258.0,251.0,229.0,227.0,181.0,194.0,179.0,194.0,172.0,165.0,171.0,20487.0,2052.0,880.0,564.0,499.0,327.0,273.0,27227.0,1308.0,1070.0,649.0,491.0,558.0,363.0,470.0,1336.0,773.0,1164.0,3086.0
570,xnO80wHcz9M,채널 NCT DAILY,My First Muay Thai Class with HAECHAN in Bangkok🥊มวยไทย | Johnny’s Communication Center (JCC) Ep.11,00:10:14,2019-07-20 04:00:11,1117287.0,108439.0,3955.0,1140.0,280.0,141.0,99.0,73.0,76.0,63.0,57.0,58.0,55.0,40.0,46.0,45.0,30.0,30.0,21.0,18.0,10.0,13.0,8.0,4.0,9.0,10.0,14.0,2340.0,121.0,72.0,78.0,44.0,22.0,12.0,2798.0,56.0,16.0,20.0,19.0,14.0,19.0,37.0,68.0,46.0,36.0,29.0
571,iFoqGyWhMws,SMTOWN,NCT 127 엔시티 127 'Highway to Heaven (English Ver.)' MV,00:03:37,2019-07-22 15:00:06,50827605.0,1252702.0,52328.0,9373.0,2651.0,1396.0,949.0,682.0,565.0,511.0,584.0,529.0,439.0,366.0,394.0,365.0,306.0,284.0,272.0,199.0,232.0,266.0,206.0,203.0,202.0,198.0,154.0,21326.0,1301.0,763.0,641.0,362.0,287.0,247.0,27122.0,950.0,517.0,469.0,484.0,461.0,303.0,378.0,497.0,773.0,686.0,607.0
572,IvsOB1QRxWY,NCT DREAM,WE GOT THAT,00:00:18,2019-07-23 09:00:03,747461.0,142623.0,4584.0,1879.0,443.0,276.0,172.0,149.0,168.0,155.0,108.0,76.0,64.0,42.0,43.0,34.0,40.0,63.0,46.0,34.0,36.0,26.0,36.0,19.0,20.0,18.0,21.0,3968.0,175.0,53.0,11.0,13.0,6.0,3.0,4234.0,10.0,2.0,2.0,2.0,0.0,2.0,2.0,5.0,6.0,0.0,2.0
573,IY_INd-I8U0,채널 NCT DAILY,"[N'-103] John & Mark & Taeil: EXO-SC Senior ""What a life"" cheering (+ two hands full of donuts)",00:04:59,2019-07-23 12:00:03,2331072.0,249139.0,5039.0,1181.0,327.0,243.0,167.0,128.0,96.0,95.0,66.0,53.0,42.0,47.0,46.0,29.0,39.0,26.0,29.0,31.0,19.0,18.0,19.0,11.0,28.0,15.0,11.0,2766.0,192.0,123.0,88.0,49.0,30.0,32.0,3386.0,42.0,19.0,17.0,24.0,35.0,19.0,42.0,45.0,70.0,41.0,59.0
574,Zl7H9Wudpag,NCT DREAM,WE LIKE THAT,00:00:20,2019-07-24 09:00:09,790119.0,140213.0,4606.0,1357.0,339.0,216.0,162.0,167.0,154.0,134.0,74.0,56.0,52.0,30.0,27.0,35.0,29.0,20.0,28.0,30.0,17.0,15.0,15.0,10.0,9.0,18.0,17.0,3011.0,170.0,15.0,2.0,2.0,5.0,1.0,3212.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,5.0,4.0,0.0,1.0
