,ID,Channel,Title,Duration,Release Date,Views,Likes,Comments,Hour 1,Hour 2,Hour 3,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14,Hour 15,Hour 16,Hour 17,Hour 18,Hour 19,Hour 20,Hour 21,Hour 22,Hour 23,Hour 24,Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12
2507,2CPDAskndH0,NCT DREAM,UNBOXING of NCT DREAM’s very first custom ✫🎤✫,00:04:13,2023-07-19 11:00:02,668828.0,93437.0,1800.0,929.0,183.0,104.0,71.0,51.0,37.0,22.0,10.0,13.0,13.0,10.0,10.0,20.0,15.0,10.0,13.0,14.0,11.0,11.0,14.0,9.0,6.0,4.0,5.0,1585.0,41.0,24.0,8.0,6.0,3.0,5.0,1697.0,5.0,4.0,5.0,4.0,8.0,2.0,6.0,4.0,0.0,0.0,0.0
2508,TqnjE36PTcw,NCT,JAEHYUN in Milan🇮🇹 | PRADA S/S 2024 Menswear Collection behind,00:11:25,2023-07-19 13:00:32,275166.0,27898.0,1102.0,443.0,107.0,70.0,27.0,25.0,9.0,11.0,21.0,13.0,14.0,14.0,15.0,10.0,9.0,9.0,11.0,8.0,7.0,11.0,10.0,11.0,9.0,8.0,7.0,879.0,47.0,21.0,21.0,5.0,5.0,6.0,1032.0,7.0,9.0,8.0,5.0,2.0,4.0,6.0,0.0,4.0,2.0,1.0
2509,gfCSUo7S1zI,NCT,“너는 영원한 나의 아기 판다야” - 강바오ㅣ김정우의 이 사람을 찾아서 '강바오'편,00:17:25,2023-07-20 13:00:27,591647.0,36305.0,1225.0,426.0,147.0,57.0,40.0,20.0,11.0,8.0,4.0,7.0,7.0,7.0,11.0,14.0,13.0,15.0,14.0,17.0,9.0,9.0,10.0,5.0,12.0,5.0,7.0,875.0,76.0,29.0,23.0,21.0,12.0,11.0,1098.0,23.0,7.0,2.0,0.0,3.0,3.0,2.0,37.0,9.0,0.0,2.0
2510,Rm6E4vrbImk,WayV,Make some noise~!🔥 | TMEA Behind,00:15:02,2023-07-21 12:00:29,84208.0,10674.0,505.0,136.0,57.0,44.0,16.0,15.0,27.0,8.0,3.0,2.0,3.0,6.0,4.0,6.0,5.0,7.0,8.0,6.0,3.0,4.0,7.0,9.0,2.0,4.0,1.0,383.0,33.0,8.0,8.0,5.0,4.0,7.0,466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2511,lbdM_V3PVmY,NCT DREAM,REACTION to ❤️'ISTJ'🔋 MV | NCT DREAM Reaction,00:09:47,2023-07-21 13:00:40,868958.0,90609.0,1188.0,427.0,114.0,62.0,30.0,38.0,21.0,13.0,6.0,5.0,14.0,8.0,9.0,20.0,16.0,13.0,19.0,10.0,11.0,9.0,10.0,5.0,2.0,2.0,3.0,867.0,37.0,22.0,9.0,14.0,10.0,7.0,990.0,15.0,6.0,3.0,6.0,2.0,3.0,8.0,0.0,0.0,2.0,2.0
2512,Ra6kE9j9cn8,NCT DREAM,“네 친구를 데려온다고?” 혹시 너.. E야? | 오늘의 MBTI | 7DREAM MBTI TALK EP.1,00:15:55,2023-07-25 13:00:32,1373439.0,94203.0,2296.0,727.0,336.0,148.0,90.0,52.0,25.0,25.0,10.0,13.0,20.0,27.0,23.0,28.0,30.0,25.0,39.0,32.0,15.0,18.0,8.0,13.0,10.0,13.0,9.0,1736.0,143.0,45.0,26.0,10.0,39.0,7.0,2080.0,33.0,18.0,14.0,7.0,9.0,9.0,12.0,11.0,8.0,7.0,3.0
2513,dj4E20oX7Qw,NCT DREAM,NCT DREAM 엔시티 드림 'ISTJ' Dance Practice,00:03:08,2023-07-26 09:00:32,3892389.0,179425.0,3170.0,1092.0,285.0,169.0,131.0,124.0,105.0,74.0,63.0,36.0,28.0,20.0,15.0,8.0,21.0,13.0,18.0,25.0,22.0,15.0,20.0,21.0,15.0,10.0,10.0,2340.0,146.0,68.0,32.0,24.0,31.0,21.0,2869.0,52.0,35.0,28.0,19.0,15.0,11.0,15.0,10.0,7.0,4.0,10.0
2514,dj4E20oX7Qw,NCT DREAM,NCT DREAM 엔시티 드림 'ISTJ' Dance Practice,00:03:08,2023-07-26 09:00:32,3892400.0,179425.0,3170.0,1092.0,285.0,169.0,131.0,124.0,105.0,74.0,63.0,36.0,28.0,20.0,15.0,8.0,21.0,13.0,18.0,25.0,22.0,15.0,20.0,21.0,15.0,10.0,10.0,2340.0,146.0,68.0,32.0,24.0,31.0,21.0,2869.0,52.0,35.0,28.0,19.0,15.0,11.0,15.0,10.0,7.0,4.0,10.0
2515,vOKhdddr918,NCT,YUTA in Paris🇫🇷 | Louis Vuitton Men’s S/S 2024 Fashion Show Behind,00:06:19,2023-07-26 13:01:00,215768.0,16405.0,1682.0,464.0,203.0,82.0,67.0,34.0,30.0,10.0,19.0,13.0,16.0,14.0,23.0,19.0,27.0,23.0,19.0,17.0,6.0,7.0,13.0,16.0,21.0,17.0,9.0,1169.0,107.0,63.0,45.0,37.0,31.0,13.0,1536.0,21.0,10.0,5.0,3.0,1.0,3.0,1.0,2.0,5.0,1.0,3.0
2516,H1b9wA-s9As,NCT DREAM,사랑했다 🐯🦊🐶🐻🐰🐬🐹 💚 #THEDREAMSHOW2 💚,00:01:30,2023-07-27 06:56:06,80226.0,15088.0,305.0,207.0,15.0,9.0,8.0,6.0,7.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,4.0,3.0,0.0,0.0,1.0,1.0,3.0,0.0,275.0,5.0,2.0,1.0,2.0,0.0,0.0,291.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2517,H0c6DsI138M,NCT DREAM,🛋️자석처럼 이끌리는 소파˚₊·—̳͟͞͞♥ | NCT DREAM POP-UP STORE 'DREAM Agit' Behind🏠,00:18:37,2023-07-27 13:00:12,450062.0,48749.0,658.0,263.0,68.0,32.0,22.0,18.0,9.0,6.0,5.0,2.0,4.0,6.0,5.0,5.0,8.0,7.0,5.0,4.0,7.0,7.0,0.0,2.0,2.0,1.0,3.0,491.0,26.0,18.0,9.0,3.0,3.0,0.0,567.0,4.0,4.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
2518,v9NLMPDt7co,NCT DREAM,"퇴근 후 침대 토크, ISTJ 트레일러 촬영 현장, 새로운 인이어 언박싱  | 37.5 hours HAECHAN CAM",00:27:23,2023-07-29 13:00:44,992175.0,118965.0,4657.0,1923.0,677.0,400.0,214.0,123.0,65.0,41.0,14.0,15.0,34.0,60.0,59.0,51.0,59.0,54.0,51.0,42.0,31.0,27.0,18.0,22.0,23.0,21.0,22.0,4046.0,204.0,61.0,27.0,14.0,10.0,8.0,4423.0,26.0,34.0,14.0,9.0,13.0,13.0,15.0,22.0,8.0,5.0,11.0
2519,2o5ltG7kv_w,NCT DREAM,회사 일 때문에 늦잠 잤… ‘뚜 뚜 뚜’ | 오늘의 MBTI | 7DREAM MBTI TALK EP.2,00:14:10,2023-07-30 13:00:03,802270.0,63042.0,1000.0,336.0,123.0,57.0,32.0,19.0,13.0,10.0,4.0,6.0,2.0,9.0,11.0,14.0,9.0,13.0,9.0,5.0,6.0,8.0,3.0,2.0,9.0,6.0,2.0,708.0,42.0,21.0,16.0,9.0,6.0,6.0,848.0,25.0,15.0,10.0,4.0,7.0,1.0,8.0,2.0,30.0,4.0,2.0
2520,YDk2wUFeQyk,NCT,TAEYONG in Paris🇫🇷 | LOEWE S/S 2024 Men's Runway Show Behind,00:06:40,2023-07-31 11:00:26,112282.0,11700.0,666.0,238.0,46.0,31.0,22.0,14.0,7.0,7.0,9.0,8.0,3.0,11.0,5.0,5.0,5.0,6.0,9.0,7.0,6.0,2.0,6.0,5.0,2.0,3.0,3.0,460.0,20.0,6.0,21.0,12.0,12.0,5.0,603.0,8.0,7.0,3.0,8.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0
2521,JrH7VNE21R0,NCT DREAM,"롯데면세점 패밀리콘서트, 시즈니와 버블, 콘서트 가는 길 | 37.5 hours HAECHAN CAM",00:23:39,2023-07-31 13:00:21,744760.0,83718.0,2241.0,844.0,339.0,163.0,111.0,48.0,32.0,22.0,17.0,15.0,15.0,15.0,18.0,27.0,21.0,33.0,14.0,23.0,26.0,15.0,15.0,14.0,21.0,7.0,23.0,1878.0,98.0,41.0,22.0,23.0,10.0,10.0,2126.0,14.0,17.0,8.0,3.0,7.0,6.0,10.0,7.0,5.0,6.0,6.0
2522,9mE8jgrxTlY,NCT 127,NCT 127: The Lost Boys | Official Teaser Trailer | Disney+,00:00:38,2023-08-01 10:00:11,176928.0,27649.0,715.0,327.0,53.0,35.0,35.0,18.0,10.0,27.0,11.0,9.0,6.0,4.0,9.0,4.0,7.0,8.0,7.0,8.0,1.0,5.0,7.0,8.0,1.0,0.0,4.0,604.0,25.0,17.0,5.0,10.0,16.0,4.0,697.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2523,940DLM9C4ZI,WayV,She’s staring at you… | The Abandoned School EP. 1,00:33:29,2023-08-01 12:00:07,909467.0,80900.0,2580.0,351.0,259.0,202.0,104.0,65.0,46.0,27.0,23.0,14.0,20.0,14.0,23.0,34.0,36.0,35.0,37.0,45.0,39.0,35.0,18.0,35.0,13.0,12.0,16.0,1503.0,235.0,128.0,111.0,109.0,42.0,29.0,2301.0,60.0,31.0,17.0,17.0,14.0,7.0,5.0,5.0,2.0,1.0,8.0
2524,avQxmPW69nU,NCT DREAM,[Un Cut] Take #2｜’ISTJ’ MV Behind the Scene,00:26:47,2023-08-03 13:00:02,397756.0,43418.0,741.0,320.0,88.0,49.0,11.0,16.0,3.0,15.0,9.0,6.0,7.0,8.0,4.0,9.0,8.0,4.0,5.0,8.0,7.0,9.0,6.0,2.0,4.0,4.0,5.0,607.0,30.0,16.0,9.0,4.0,4.0,7.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2525,U-9XutJ79OQ,WayV,Stay Still! | The Abandoned School EP. 2,00:25:42,2023-08-05 12:00:31,410313.0,44193.0,1218.0,276.0,162.0,95.0,42.0,38.0,23.0,24.0,18.0,11.0,8.0,6.0,8.0,9.0,47.0,15.0,15.0,11.0,9.0,7.0,7.0,8.0,5.0,12.0,7.0,863.0,91.0,33.0,21.0,8.0,7.0,8.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2526,5VMQ0qfc4fI,NCT DREAM,[Un Cut] Take #3｜'ISTJ' Jacket Behind the Scene,00:28:55,2023-08-05 13:00:04,327694.0,33325.0,658.0,275.0,74.0,43.0,20.0,12.0,12.0,5.0,4.0,5.0,4.0,5.0,6.0,8.0,8.0,11.0,5.0,6.0,8.0,6.0,1.0,0.0,3.0,4.0,2.0,527.0,27.0,29.0,12.0,5.0,2.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2527,qdDOWdLsXuo,NCT 127,NCT 127: The Lost Boys | Official Main Trailer | Disney+,00:01:35,2023-08-07 10:00:40,173703.0,23931.0,472.0,190.0,41.0,30.0,23.0,13.0,17.0,5.0,6.0,10.0,4.0,3.0,5.0,6.0,3.0,2.0,3.0,4.0,4.0,1.0,6.0,1.0,2.0,0.0,1.0,380.0,12.0,16.0,8.0,5.0,2.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2528,DzSKANygE6I,NCT DREAM,[Un Cut] Take #4｜'7 DREAM Production : Stranger Seven' & 'Poison (모래성)' Track Video Behind the Scene,00:26:13,2023-08-07 13:00:07,304332.0,33497.0,704.0,289.0,99.0,37.0,26.0,15.0,6.0,6.0,6.0,2.0,4.0,5.0,3.0,7.0,4.0,11.0,8.0,10.0,6.0,8.0,2.0,8.0,4.0,3.0,3.0,572.0,18.0,21.0,7.0,0.0,2.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2529,m5otwEW1WyE,NCT DREAM,[Un Cut] Take #5｜'ISTJ' Dance Practice,00:20:43,2023-08-09 13:00:42,853455.0,65497.0,923.0,348.0,105.0,56.0,28.0,18.0,18.0,8.0,10.0,1.0,8.0,12.0,6.0,14.0,4.0,7.0,12.0,8.0,6.0,8.0,19.0,7.0,3.0,1.0,7.0,714.0,45.0,11.0,11.0,4.0,6.0,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2530,koZFbTGI1PI,NCT,JAEHYUN ‘Horizon’ MV Meeting & Behind the Scenes,00:14:04,2023-08-11 13:00:30,163359.0,21064.0,749.0,317.0,78.0,40.0,23.0,28.0,15.0,10.0,5.0,6.0,8.0,7.0,7.0,7.0,14.0,8.0,15.0,5.0,4.0,8.0,6.0,1.0,2.0,3.0,5.0,622.0,23.0,27.0,8.0,0.0,12.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2531,BmfvnLIpJ0U,NCT,NCT 2023 CONNECTION Trailer,00:00:22,2023-08-11 15:00:15,249453.0,43709.0,901.0,508.0,60.0,34.0,15.0,8.0,4.0,5.0,12.0,11.0,11.0,6.0,9.0,7.0,7.0,3.0,12.0,5.0,10.0,3.0,3.0,3.0,5.0,5.0,3.0,749.0,27.0,23.0,4.0,5.0,1.0,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2532,HHONBeShcMI,NCT DREAM,밥 먹을 때도 1자로 먹고…☝️😜 | ISTJ 음악방송 대기실 비하인드,00:17:36,2023-08-12 13:00:16,536464.0,48055.0,693.0,265.0,59.0,24.0,29.0,20.0,12.0,11.0,5.0,5.0,2.0,5.0,7.0,3.0,3.0,14.0,2.0,15.0,11.0,5.0,4.0,4.0,5.0,6.0,10.0,526.0,39.0,16.0,16.0,12.0,5.0,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2533,T50r7slDTGE,NCT,INVITE YOU TO THE NCT NATION,00:00:37,2023-08-12 15:00:24,218080.0,43870.0,1156.0,500.0,95.0,45.0,26.0,23.0,16.0,14.0,14.0,24.0,23.0,14.0,14.0,16.0,21.0,5.0,11.0,13.0,4.0,0.0,7.0,7.0,11.0,7.0,5.0,915.0,65.0,18.0,6.0,9.0,9.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2534,Zub_-yTLmQ4,NCT,NCT 2023 CONNECTION #TAEYONG,00:00:57,2023-08-13 15:00:06,171191.0,30853.0,1264.0,653.0,95.0,49.0,29.0,11.0,20.0,14.0,17.0,24.0,17.0,13.0,11.0,12.0,9.0,9.0,7.0,4.0,2.0,3.0,5.0,6.0,9.0,4.0,6.0,1029.0,71.0,39.0,26.0,12.0,4.0,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2535,tQMCXkvvoHc,NCT,NCT 2023 CONNECTION #YUTA,00:01:01,2023-08-13 15:00:12,241277.0,31937.0,1483.0,632.0,97.0,47.0,22.0,23.0,26.0,21.0,17.0,37.0,18.0,20.0,20.0,11.0,15.0,14.0,15.0,17.0,8.0,4.0,14.0,9.0,16.0,8.0,7.0,1118.0,110.0,59.0,32.0,22.0,12.0,8.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2536,Od3i78oq7wc,NCT,NCT 2023 CONNECTION #KUN,00:00:54,2023-08-13 15:00:16,123530.0,27194.0,1259.0,567.0,87.0,51.0,27.0,20.0,18.0,14.0,10.0,33.0,24.0,14.0,18.0,20.0,12.0,18.0,9.0,9.0,4.0,3.0,10.0,6.0,6.0,5.0,14.0,999.0,88.0,45.0,18.0,27.0,8.0,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2537,M7F4FeWO2zs,NCT,NCT 2023 CONNECTION #JENO,00:01:03,2023-08-13 15:00:22,309850.0,49593.0,2557.0,1158.0,158.0,67.0,24.0,17.0,11.0,14.0,12.0,38.0,33.0,36.0,27.0,22.0,45.0,33.0,18.0,17.0,20.0,10.0,11.0,17.0,24.0,21.0,27.0,1860.0,213.0,97.0,66.0,105.0,14.0,13.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2538,OhL7Ma51k6A,NCT,NCT 2023 CONNECTION #TEN,00:01:01,2023-08-14 15:00:04,222981.0,32301.0,2838.0,1107.0,334.0,113.0,58.0,21.0,22.0,19.0,28.0,36.0,56.0,43.0,44.0,49.0,43.0,29.0,19.0,23.0,20.0,27.0,20.0,28.0,17.0,21.0,25.0,2202.0,197.0,119.0,67.0,31.0,24.0,10.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2539,_hZsqaAve-A,NCT,NCT 2023 CONNECTION #JAEHYUN,00:01:03,2023-08-14 15:00:08,169522.0,30286.0,1044.0,526.0,74.0,31.0,24.0,9.0,12.0,7.0,23.0,22.0,19.0,15.0,21.0,17.0,11.0,14.0,8.0,15.0,5.0,8.0,0.0,10.0,6.0,4.0,6.0,887.0,72.0,15.0,16.0,7.0,6.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2540,1Qfp1LF8lb8,NCT,NCT 2023 CONNECTION #RENJUN,00:01:06,2023-08-14 15:00:13,150659.0,29058.0,1541.0,658.0,120.0,45.0,32.0,17.0,33.0,12.0,28.0,28.0,31.0,28.0,15.0,26.0,18.0,9.0,7.0,12.0,13.0,7.0,4.0,9.0,8.0,9.0,6.0,1175.0,84.0,43.0,34.0,11.0,7.0,9.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2541,jjzNmTnTv5k,NCT,NCT 2023 CONNECTION #YANGYANG,00:01:00,2023-08-14 15:00:17,103498.0,20174.0,731.0,293.0,77.0,22.0,26.0,11.0,17.0,12.0,5.0,17.0,13.0,16.0,7.0,11.0,8.0,23.0,4.0,9.0,3.0,3.0,3.0,6.0,3.0,8.0,3.0,600.0,39.0,19.0,15.0,3.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2542,KnRJYchVgDo,NCT,NCT 2023 CONNECTION #TAEIL,00:00:45,2023-08-15 15:00:04,108294.0,21958.0,1660.0,831.0,133.0,93.0,54.0,29.0,17.0,25.0,40.0,36.0,31.0,32.0,31.0,27.0,21.0,15.0,14.0,13.0,9.0,8.0,7.0,5.0,10.0,8.0,17.0,1506.0,43.0,36.0,10.0,11.0,2.0,11.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2543,tg5K7EPCTRg,NCT,NCT 2023 CONNECTION #JUNGWOO,00:00:49,2023-08-15 15:00:11,106276.0,20294.0,961.0,498.0,65.0,37.0,28.0,6.0,10.0,11.0,9.0,13.0,13.0,14.0,16.0,8.0,7.0,6.0,9.0,8.0,10.0,5.0,10.0,3.0,6.0,17.0,3.0,812.0,45.0,32.0,15.0,5.0,8.0,6.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2544,mhm0iwDYnOk,NCT,NCT 2023 CONNECTION #XIAOJUN,00:01:03,2023-08-15 15:00:17,105073.0,16398.0,526.0,197.0,45.0,19.0,9.0,11.0,5.0,6.0,5.0,10.0,6.0,3.0,5.0,8.0,6.0,5.0,2.0,2.0,6.0,4.0,3.0,3.0,2.0,1.0,6.0,369.0,32.0,27.0,4.0,2.0,1.0,8.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2545,rfgC87iWhog,NCT,NCT 2023 CONNECTION #JISUNG,00:01:09,2023-08-15 15:00:27,131166.0,25935.0,1064.0,508.0,86.0,25.0,17.0,7.0,11.0,12.0,15.0,26.0,12.0,21.0,10.0,20.0,19.0,10.0,6.0,9.0,6.0,10.0,20.0,7.0,5.0,14.0,6.0,882.0,54.0,29.0,15.0,8.0,8.0,13.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2546,bxHgFfML5vw,NCT DREAM,이제 진짜 자주 만나요🫵💚 | ‘ISTJ’ 기자회견 & 쇼케이스 비하인드,00:09:18,2023-08-16 11:00:37,236030.0,26735.0,332.0,163.0,35.0,31.0,11.0,8.0,3.0,5.0,2.0,0.0,2.0,1.0,0.0,0.0,3.0,3.0,3.0,5.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,284.0,11.0,4.0,0.0,2.0,4.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2547,H0XXjUYSV1o,NCT,JAEHYUN 'Horizon' Recording behind the Scenes,00:14:51,2023-08-16 13:00:12,160099.0,17172.0,624.0,241.0,76.0,35.0,15.0,13.0,13.0,6.0,0.0,2.0,25.0,17.0,10.0,11.0,8.0,8.0,4.0,5.0,4.0,3.0,4.0,3.0,10.0,4.0,2.0,519.0,21.0,7.0,4.0,8.0,5.0,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2548,xV6DuOrAWbQ,NCT,NCT 2023 CONNECTION #JOHNNY,00:00:44,2023-08-16 15:00:02,76740.0,16671.0,569.0,276.0,45.0,14.0,9.0,16.0,9.0,14.0,9.0,8.0,10.0,8.0,14.0,9.0,4.0,2.0,5.0,0.0,2.0,2.0,5.0,0.0,7.0,3.0,4.0,475.0,29.0,13.0,8.0,3.0,8.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2549,OVwAouzxo5g,NCT,NCT 2023 CONNECTION #WINWIN,00:01:01,2023-08-16 15:00:09,104460.0,19538.0,676.0,250.0,50.0,24.0,21.0,9.0,15.0,9.0,12.0,14.0,10.0,9.0,5.0,10.0,11.0,6.0,4.0,1.0,6.0,5.0,4.0,3.0,7.0,8.0,6.0,499.0,48.0,11.0,15.0,6.0,11.0,13.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2550,Tk1a5g8R43E,NCT,NCT 2023 CONNECTION #MARK,00:01:01,2023-08-16 15:00:15,151226.0,28832.0,1010.0,563.0,64.0,24.0,20.0,12.0,19.0,18.0,15.0,20.0,21.0,9.0,13.0,12.0,12.0,6.0,7.0,6.0,5.0,3.0,8.0,6.0,6.0,2.0,2.0,873.0,49.0,13.0,16.0,6.0,11.0,7.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2551,Z2Db6MvQbIg,NCT,NCT 2023 CONNECTION #CHENLE,00:01:05,2023-08-16 15:00:22,103000.0,20205.0,861.0,305.0,68.0,24.0,19.0,4.0,9.0,14.0,26.0,31.0,14.0,12.0,12.0,17.0,5.0,8.0,6.0,4.0,6.0,1.0,6.0,7.0,14.0,2.0,6.0,620.0,60.0,20.0,15.0,8.0,17.0,10.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2552,_0tX0SMjcUw,NCT,핑크머리로 돌아온 태용입니다💖 | Madame Figaro Photoshoot Behind,00:08:16,2023-08-17 13:00:22,37545.0,6506.0,351.0,165.0,36.0,16.0,23.0,8.0,3.0,3.0,2.0,4.0,0.0,1.0,4.0,2.0,6.0,2.0,3.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,290.0,12.0,6.0,5.0,3.0,6.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2553,sMNPcC3Kmuk,NCT,NCT 2023 CONNECTION #DOYOUNG,00:00:47,2023-08-17 15:00:05,92232.0,18647.0,848.0,446.0,53.0,22.0,19.0,6.0,16.0,7.0,12.0,14.0,20.0,10.0,5.0,9.0,11.0,8.0,10.0,8.0,9.0,6.0,7.0,6.0,16.0,11.0,5.0,736.0,32.0,24.0,5.0,17.0,12.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2554,LWnLG9zKXys,NCT,NCT 2023 CONNECTION #HENDERY,00:00:51,2023-08-17 15:00:09,69990.0,15066.0,485.0,185.0,41.0,11.0,14.0,11.0,6.0,6.0,4.0,12.0,5.0,6.0,10.0,7.0,21.0,3.0,5.0,3.0,2.0,3.0,2.0,0.0,5.0,6.0,3.0,371.0,21.0,8.0,12.0,18.0,6.0,10.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2555,YG8jns2LPyE,NCT,NCT 2023 CONNECTION #JAEMIN,00:01:05,2023-08-17 15:00:18,213298.0,35345.0,1306.0,614.0,93.0,34.0,28.0,14.0,9.0,11.0,21.0,22.0,27.0,31.0,14.0,14.0,19.0,13.0,15.0,1.0,11.0,10.0,20.0,9.0,19.0,19.0,9.0,1077.0,64.0,19.0,12.0,20.0,13.0,10.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2556,KWYiL5wL59g,NCT,NCT 2023 CONNECTION #HAECHAN,00:01:02,2023-08-17 15:01:06,208103.0,35852.0,1696.0,779.0,121.0,64.0,26.0,18.0,26.0,19.0,24.0,20.0,32.0,35.0,18.0,21.0,29.0,8.0,15.0,10.0,39.0,10.0,13.0,8.0,18.0,12.0,27.0,1392.0,75.0,29.0,40.0,34.0,21.0,8.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2557,jeYb4B5fHvk,NCT DREAM,[Un Cut] Take #6｜'ISTJ' Recording Behind the Scene,00:29:28,2023-08-18 13:00:40,770774.0,66336.0,1920.0,534.0,230.0,135.0,83.0,39.0,35.0,31.0,17.0,6.0,15.0,18.0,24.0,24.0,22.0,18.0,12.0,15.0,15.0,12.0,9.0,8.0,13.0,12.0,12.0,1339.0,78.0,42.0,26.0,47.0,23.0,6.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2558,fk2TyjHQgX0,NCT,Memories of 160417 | Mini Fanmeeting With NCTzens,00:09:39,2023-08-22 11:00:26,192606.0,31963.0,2104.0,1008.0,270.0,140.0,92.0,65.0,47.0,27.0,25.0,21.0,9.0,2.0,13.0,8.0,13.0,6.0,10.0,18.0,10.0,7.0,8.0,5.0,2.0,12.0,12.0,1830.0,71.0,26.0,20.0,15.0,12.0,14.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2559,HnyN-ikjmsI,NCT DREAM,[Un Cut] Take #7｜'Broken Melodies' Recording Behind the Scene,00:38:37,2023-08-22 13:00:14,1157892.0,93279.0,3457.0,894.0,418.0,201.0,101.0,73.0,50.0,35.0,25.0,21.0,18.0,33.0,33.0,33.0,44.0,35.0,27.0,28.0,21.0,16.0,20.0,19.0,24.0,19.0,27.0,2215.0,175.0,90.0,46.0,30.0,36.0,36.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2560,jZpr7hfeEVE,SMTOWN,NCT 2023 엔시티 2023 'Golden Age' MV,00:03:46,2023-08-23 09:00:25,7520288.0,513616.0,20116.0,5307.0,1934.0,1220.0,936.0,763.0,673.0,464.0,341.0,214.0,177.0,118.0,201.0,141.0,113.0,187.0,161.0,178.0,156.0,166.0,145.0,125.0,152.0,149.0,147.0,14168.0,1263.0,719.0,433.0,241.0,325.0,172.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2561,_3cINxcC4R8,NCT DREAM,드림의 왕자님은 누구야?👑💚 | Yogurt Shake 활동 대기실 비하인드,00:08:10,2023-08-23 13:00:32,487940.0,58270.0,956.0,474.0,100.0,56.0,40.0,22.0,8.0,8.0,2.0,4.0,5.0,7.0,9.0,6.0,11.0,7.0,10.0,9.0,6.0,7.0,5.0,5.0,5.0,6.0,1.0,813.0,26.0,21.0,8.0,6.0,3.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
