,ID,Channel,Title,Duration,Release Date,Views,Likes,Comments
912,WjfMq-cX46Q,NCT 127,NCT 127 엔시티 127 【Neo Zone: The Final Round】 Warm Up 2nd player,00:00:59,2020-05-07 09:00:23,815850,164771,6848
913,IzyTbky7LOc,채널 NCT DAILY,Dream VS Dream | CHENLE VS JAEMIN,00:07:58,2020-05-07 13:00:09,1213122,150434,4488
914,Jv0Yq8_YKmM,SMTOWN,NCT 127 엔시티 127 '영웅 (英雄; Kick It) (Valentino Khan Remix)' MV,00:03:14,2020-05-08 04:00:08,3493596,395938,17854
915,xAwR9NEqvnc,채널 NCT DAILY,이선좌+광탈 없는 콘서트 주시술 있나요...🤔⁉️,00:02:27,2020-05-08 07:00:30,553161,83797,3825
916,AaNfbABvsEI,WayV,WayV 威神V 'Face to Face (面对面)' @ WayV - Beyond the Vision,00:03:37,2020-05-08 09:00:10,1119537,101072,4602
917,HzO3i0iiLxI,채널 NCT DAILY,37.5MHz 해찬 라디오 HAECHAN Radio | Ep.3 “Reload” Moment In My Life (1/2),00:43:02,2020-05-08 13:00:13,1369611,129134,4036
918,NYUc1QTcwFU,NCT DREAM,What's in the Box?🎁 | NCT DREAM - Beyond the Dream Show,00:00:35,2020-05-09 08:00:16,489382,86868,2262
919,ZMMlrrRMOZY,채널 NCT DAILY,👨‍💻Comment Below👇 | NCT DREAM ‘Ridin’' MV Commentary,00:13:26,2020-05-09 13:00:23,1074840,132279,5133
920,RlXg0Ab9OLc,NCT 127,NCT 127 엔시티 127 【Neo Zone: The Final Round】 '너의 하루 (Make Your Day)' Episode #1,00:01:59,2020-05-10 11:00:16,1281745,231409,9544
921,HTdidPNrjEQ,채널 NCT DAILY,【Ridin’ Club】 Ep.3 - 흥미진쥔 라이딩 | NCT DREAM Riding Battle,00:15:46,2020-05-11 12:00:06,1478812,149484,3362
922,OFmmASoGKVs,채널 NCT DAILY,❮Late Night Punch Punch Show❯ EP. 1｜NCT 127 TALK SHOW,00:14:24,2020-05-12 14:00:12,3471294,340064,15456
923,cnbG2RyN3YI,NCT 127,[ENG] JOHNNY QnA Live Highlights - #NCT127 - Beyond the Origin,00:03:55,2020-05-13 07:30:04,83474,17152,611
924,J580oKi7Z4A,NCT 127,NCT 127 엔시티 127 【Neo Zone: The Final Round】 'NonStop' Episode #2,00:01:32,2020-05-13 11:00:10,1231285,190141,7736
925,J580oKi7Z4A,NCT 127,NCT 127 엔시티 127 【Neo Zone: The Final Round】 'NonStop' Episode #2,00:01:32,2020-05-13 11:00:10,1231285,190141,7736
926,J4HybtZo7B8,채널 NCT DAILY,37.5MHz 해찬 라디오 HAECHAN Radio | Ep.3 “Reload” Moment In My Life (2/2),00:33:42,2020-05-13 13:00:12,839956,83779,3275
927,UBy2GKFVggU,NCT 127,Beyond LIVE에 가면~ ○○○도 있고~ Live Highlights - #NCT127 - Beyond the Origin,00:04:54,2020-05-14 03:30:04,195697,27019,1272
928,Du3ksARAuQc,채널 NCT DAILY,Dream VS Dream | HAECHAN VS RENJUN,00:11:33,2020-05-14 12:00:05,1491859,146987,3459
929,bfUrqK3iqd0,채널 NCT MUSIC,NCT 127 '너의 하루 (Make Your Day)' Live Practice,00:01:36,2020-05-14 13:00:30,982630,133281,3916
930,bfUrqK3iqd0,채널 NCT MUSIC,NCT 127 '너의 하루 (Make Your Day)' Live Practice,00:01:36,2020-05-14 13:00:30,982630,133281,3916
931,Dbfc_qX1IE8,NCT 127,🚨Spoiler Alert🚨 Live Highlights - #NCT127 - Beyond the Origin,00:03:40,2020-05-15 06:00:04,97668,17830,494
932,9UpGzjiKIaI,WayV,[WayV-ariety] 威神么这样: DIY Fanlight!,00:45:01,2020-05-15 06:30:00,125458,17485,813
933,ecxD1Vpx5AY,채널 NCT DAILY,[N'-136] 엄청난 게스트 마크 씨와 함께하는 DREAM CAM  | ‘Ridin’’ 뮤직뱅크 첫방 대기실 비하인드 #1,00:10:13,2020-05-15 11:00:16,1996582,211443,7262
934,TGQMeApy3vU,WayV,[WayV-ariety] 威神么这样: 🐱Lucky✨Louis&Bella🐶,00:44:31,2020-05-15 11:00:20,210564,26507,1134
935,5Z9HRhvfkjo,채널 NCT DAILY,[N'-137] 마음이 아주 깨끗해지는 존댓말 챌린지에요 | ‘Ridin’’ 뮤직뱅크 첫방 대기실 비하인드 #2,00:05:56,2020-05-16 11:00:00,826864,95419,1971
936,afOdHykf9UY,채널 NCT DAILY,❮Late Night Punch Punch Show❯ EP. 2｜NCT 127 TALK SHOW,00:12:39,2020-05-16 14:00:00,1991200,189858,6529
937,qIChmLMTKXQ,채널 NCT DAILY,【Ridin’ Club】 Ep.4 - 분노의 질주 | NCT DREAM Riding Battle,00:14:44,2020-05-18 13:00:23,1358082,144536,3723
938,8ALKIwwvDsY,NCT 127,NCT 127 엔시티 127 【Neo Zone: The Final Round】 'Punch' (Official Audio),00:03:24,2020-05-19 09:00:05,1447985,231406,14828
939,8ALKIwwvDsY,NCT 127,NCT 127 엔시티 127 【Neo Zone: The Final Round】 'Punch' (Official Audio),00:03:24,2020-05-19 09:00:05,1447985,231406,14828
940,IUN1NXdTAFY,NCT 127,NCT 127 엔시티 127 【Neo Zone: The Final Round】 '너의 하루 (Make Your Day)' (Official Audio),00:03:35,2020-05-19 09:00:15,1329244,103761,5114
941,IUN1NXdTAFY,NCT 127,NCT 127 엔시티 127 【Neo Zone: The Final Round】 '너의 하루 (Make Your Day)' (Official Audio),00:03:35,2020-05-19 09:00:15,1329244,103761,5114
942,fQWh4jWoFHM,NCT 127,NCT 127 엔시티 127 【Neo Zone: The Final Round】 'NonStop' (Official Audio),00:03:25,2020-05-19 09:00:19,2050730,152868,7452
943,fQWh4jWoFHM,NCT 127,NCT 127 엔시티 127 【Neo Zone: The Final Round】 'NonStop' (Official Audio),00:03:25,2020-05-19 09:00:19,2050730,152868,7452
944,U08OSl3V4po,SMTOWN,NCT 127 엔시티 127 'Punch' MV,00:03:34,2020-05-19 15:00:14,46351238,1829907,458233
945,9Uy-SCveIas,WayV,[WayV-ariety] ♥️WayV's 520 Day♥️,00:08:42,2020-05-20 09:20:24,319688,50639,2486
946,soMSDm2GIMg,WayV,[WayV-ariety] 威神么这样: There’s nothing sweeter than WayZenNi!,00:19:16,2020-05-21 09:00:33,238107,29849,1311
947,gbCnwFKDTyg,채널 NCT DAILY,Dream VS Dream | JISUNG VS JENO,00:12:01,2020-05-21 11:00:26,859041,93827,2492
948,Zhfp60Vy-Tg,WayV,[Play V] WayV - Dream Launch (Special A Cappella Cover),00:02:32,2020-05-22 09:00:15,603152,121165,12059
949,aOYAZpOEtrs,WayV,[WayV-ariety] 威神么这样: 🤖Lego Lego Let it go🤖,00:22:54,2020-05-22 15:30:02,170989,19835,914
950,nYP8an9DC9M,채널 NCT DAILY,❮Late Night Punch Punch Show❯ EP. 3｜NCT 127 TALK SHOW,00:10:07,2020-05-23 14:00:21,1616342,156446,4210
951,3WgTZJ-cYpk,채널 NCT DAILY,REACTION to 👊🥊‘Punch’👊🥊 MV | NCT 127 Reaction,00:05:56,2020-05-25 11:00:01,2756851,243259,9288
952,NEFa1ThXEp0,채널 NCT DAILY,NCT DREAM REACTION to ‘Punch’ MV | NCT DREAM ➫ NCT 127,00:05:25,2020-05-25 12:00:12,4100740,331598,7273
953,r5l9NSM-I80,채널 NCT DAILY,〖OFFICE FINAL ROUND〗 EP. 1 “신입 사원 부서 배정”｜NCT 127 BATTLE GAME,00:11:17,2020-05-26 13:00:24,3300142,258672,10269
954,0ZP9RglFgfI,WayV,[Play V] Dance by YANGYANG | Christopher – My Heart (Choreo by RyuD),00:01:26,2020-05-27 10:00:01,625481,113436,6626
955,kHiVTIWjrqw,채널 NCT DAILY,[Un Cut] Take #1｜Reload Jacket Behind the Scene,00:11:31,2020-05-27 11:00:28,2071440,216529,4901
956,vRKau1xLCE4,채널 NCT DAILY,❮Late Night Punch Punch Show❯ EP. 4｜NCT 127 TALK SHOW,00:15:30,2020-05-28 14:00:24,1603740,161497,5293
957,9-v5UkiOcLQ,WayV,[Play V] LEONIDAS,00:01:13,2020-05-29 09:00:06,1374365,187198,15407
958,0MaqZ5-iwt4,채널 NCT DAILY,UNBOXING of NCT 127 🥊Neo Zone : The Final Round🥊 Album,00:09:35,2020-05-29 13:00:00,825384,104386,4981
959,ASQx4txT5hY,WayV,[WayV-ariety] 威神么这样: Take Your Worries Away,00:31:15,2020-05-30 04:00:02,630179,68452,4261
960,FDjZVuKy160,WayV,[WayV-ariety] 'Limited' Lucky Draw🎲🎨 | TEN X YANGYANG's Enjoy The Challenge! Ep.1,00:14:27,2020-05-30 09:00:11,439875,53692,2780
961,4xoaeaw5cKM,채널 NCT DAILY,‘Punch’ Stage outfit | How It’s Made | Johnny’s Communication Center (JCC) Ep.20,00:17:55,2020-05-31 13:00:04,966856,114119,5011
962,U8fradSTAHs,WayV,AWAKEN TEN : 1010,00:00:51,2020-06-01 09:00:15,827954,161274,7307
963,3L6bm_79wnU,WayV,AWAKEN KUN : 1011,00:00:52,2020-06-02 09:00:01,549874,120240,5453
964,iAv-Jgkt_aU,WayV,AWAKEN WINWIN : 111,00:00:50,2020-06-03 09:00:18,545296,117997,4487
965,jXnbNUh6Stw,채널 NCT DAILY,[Un Cut] Take #2｜Track Video Behind the Scene,00:20:13,2020-06-03 11:00:30,1411479,151406,4024
966,uJ_rAKrZEt0,채널 NCT DAILY,〖OFFICE FINAL ROUND〗 EP. 2 “문서작성 능력 대결”｜NCT 127 BATTLE GAME,00:13:50,2020-06-03 13:00:31,1984099,159481,4666
967,MHbmhSZjg64,WayV,AWAKEN LUCAS : 10100,00:00:51,2020-06-04 09:00:12,1014512,180105,6336
968,x4yhog1oT9w,WayV,AWAKEN XIAOJUN : 1000,00:00:52,2020-06-05 09:00:31,405944,96026,3024
969,ejKIc_uHGqI,WayV,AWAKEN HENDERY : 101100,00:00:49,2020-06-06 09:00:15,445804,101166,3139
970,Sy1pN9b4_KM,WayV,AWAKEN YANGYANG : 10110,00:00:51,2020-06-07 09:00:15,450843,98767,4107
971,1e14Grn12BE,채널 NCT DAILY,[Un Cut] Take #3｜'Ridin'' Recording Behind the Scene,00:16:20,2020-06-08 11:00:00,3073055,286860,7796
972,7HS0oTAa2Kk,채널 NCT DAILY,〖OFFICE FINAL ROUND〗 EP. 3 “팀워크 능력 대결”｜NCT 127 BATTLE GAME,00:13:21,2020-06-09 13:00:03,3202149,232186,6461
973,SZbxZTR5Kmo,채널 NCT DAILY,👨‍🍳요리왕 조리왕👨‍🍳 Ep.1  | NCT DREAM King of Cooking,00:14:38,2020-06-10 13:00:11,2604977,235381,6523
974,qyqWua1MrXI,WayV,WayV 'Turn Back Time' (Escape Ver.) @WayV THE STAGE,00:03:47,2020-06-11 03:00:09,848426,144292,5074
975,rKH-NhlMWRU,WayV,WayV 'Turn Back Time' (Rebirth Ver.) @WayV THE STAGE,00:03:47,2020-06-11 03:00:09,1577746,197017,9082
976,pNFjXLuoZno,WayV,WayV 'Turn Back Time' (Escape & Rebirth Ver.) @WayV THE STAGE,00:03:47,2020-06-11 11:00:18,302979,64801,1886
977,P_D0JnQeyao,WayV,WayV 威神V 'Turn Back Time (超时空 回)' 💚Cheer Guide💚,00:03:39,2020-06-12 06:00:09,553610,104522,5307
978,kePrJSkNPo4,채널 NCT DAILY,[Un Cut] Take #4｜'Ridin'' Dance Practice,00:07:10,2020-06-13 11:00:22,1941524,200362,3988
979,AIPyFn1MGFs,WayV,[Eye Contact Cam] WayV 'Turn Back Time' (Escape Ver.) @WayV THE STAGE,00:03:56,2020-06-14 03:00:02,274346,50042,1675
980,ozAqyHKmTiE,WayV,[Eye Contact Cam] WayV 'Turn Back Time' (Rebirth Ver.) @WayV THE STAGE,00:03:53,2020-06-14 03:00:15,372149,64849,2520
981,2k9raBU5ElE,WayV,[#WINWIN Focus] WayV 'Turn Back Time' (Escape Ver.) @WayV THE STAGE,00:03:39,2020-06-14 11:00:02,51934,12571,547
982,Jl33UQxMGY8,WayV,[#HENDERY Focus] WayV 'Turn Back Time' (Rebirth Ver.) @WayV THE STAGE,00:03:39,2020-06-14 11:00:05,48797,8293,288
983,40PU2ohfhng,WayV,[#HENDERY Focus] WayV 'Turn Back Time' (Escape Ver.) @WayV THE STAGE,00:03:39,2020-06-14 11:00:05,31381,6280,207
984,PN9JzKVjRWc,WayV,[#YANGYANG Focus] WayV 'Turn Back Time' (Rebirth Ver.) @WayV THE STAGE,00:03:39,2020-06-14 11:00:06,37847,6820,204
985,HzzZUzOx3gI,WayV,[#TEN Focus] WayV 'Turn Back Time' (Rebirth Ver.) @WayV THE STAGE,00:03:39,2020-06-14 11:00:11,258810,24188,808
986,bui5TDFGo34,WayV,[#LUCAS Focus] WayV 'Turn Back Time' (Rebirth Ver.) @WayV THE STAGE,00:03:39,2020-06-14 11:00:14,67905,8707,224
987,oxyTNMSHh6o,WayV,[#TEN Focus] WayV 'Turn Back Time' (Escape Ver.) @WayV THE STAGE,00:03:39,2020-06-14 11:00:15,77841,9492,283
988,vYoAFD6lbsQ,WayV,[#WINWIN Focus] WayV 'Turn Back Time' (Rebirth Ver.) @WayV THE STAGE,00:03:39,2020-06-14 11:00:16,50599,8794,325
989,SSRaRkB15dc,WayV,[#LUCAS Focus] WayV 'Turn Back Time' (Escape Ver.) @WayV THE STAGE,00:03:39,2020-06-14 11:00:17,121185,12478,313
990,zHnA0P2UM6Y,WayV,[#YANGYANG Focus] WayV 'Turn Back Time' (Escape Ver.) @WayV THE STAGE,00:03:39,2020-06-14 11:00:20,45647,7192,225
991,djMxyuzgdE8,WayV,[#XIAOJUN Focus] WayV 'Turn Back Time' (Escape Ver.) @WayV THE STAGE,00:03:39,2020-06-14 11:00:21,40571,7273,284
992,sRP-nBqySYk,WayV,[#XIAOJUN Focus] WayV 'Turn Back Time' (Rebirth Ver.) @WayV THE STAGE,00:03:39,2020-06-14 11:00:24,91006,13162,756
993,hzPLOz9mFWM,WayV,[#KUN Focus] WayV 'Turn Back Time' (Escape Ver.) @WayV THE STAGE,00:03:39,2020-06-14 11:00:27,29769,5498,166
994,eX5ClkUt3WI,WayV,[#KUN Focus] WayV 'Turn Back Time' (Rebirth Ver.) @WayV THE STAGE,00:03:39,2020-06-14 11:00:29,103156,13730,569
995,Xn9Qjrdil2I,WayV,[ONE-TAKE] WayV 'Turn Back Time' (Escape Ver.) @WayV THE STAGE,00:03:41,2020-06-15 03:00:12,255367,44888,1017
996,Ez8pmxzlAgU,WayV,WayV THE STAGE Behind The Scenes,00:07:54,2020-06-15 11:00:06,193339,32656,1440
997,dYQ17rXIvEc,WayV,WayV 威神V 'Turn Back Time (超时空 回)' MV Reaction,00:07:55,2020-06-16 09:00:15,1465110,190292,6182
998,-rx4mdthI4A,채널 NCT DAILY,〖OFFICE FINAL ROUND〗 EP. 4 “종합 수행 능력 대결”｜NCT 127 BATTLE GAME,00:12:54,2020-06-16 13:00:00,1875071,161252,4665
999,EG3fjPlk51U,채널 NCT DAILY,👨‍🍳요리왕 조리왕👨‍🍳 Ep.2  | NCT DREAM King of Cooking,00:14:52,2020-06-17 13:00:11,1342174,134657,3340
1000,TbLRkCzM4-4,SMTOWN,NCT DREAM 엔시티 드림 'Ridin' (Will Not Fear Remix)' MV,00:03:01,2020-06-19 03:00:13,1926370,353963,13875
1001,WB-DiRmUZI0,채널 NCT DAILY,[Un Cut] Take #5｜’Ridin’’ MV Behind the Scene,00:12:52,2020-06-19 11:00:15,1767833,190954,4666
1002,6TVyZcVTYGY,WayV,WayV 威神V 'Turn Back Time (超时空 回)' Dance Practice,00:03:42,2020-06-20 09:00:01,9112712,415915,12409
1003,GQIm50umWfY,채널 NCT DAILY,NCT 127 Commentary Film | ‘Punch’ MV Behind,00:13:29,2020-06-20 11:00:05,821966,115380,4761
1004,LECgsb3P2jM,채널 NCT DAILY,‘Two Romeos’ for W Magazine with JAEHYUN | Johnny’s Communication Center (JCC) Ep.21,00:13:33,2020-06-23 13:00:15,2107600,235076,10515
1005,LECgsb3P2jM,채널 NCT DAILY,‘Two Romeos’ for W Magazine with JAEHYUN | Johnny’s Communication Center (JCC) Ep.21,00:13:33,2020-06-23 13:00:15,2107600,235076,10515
1006,NUOiS9fPouw,WayV,[WayV-log] WayV the “Book Lovers”📚💚(at Music show green rooms🎵),00:05:27,2020-06-24 11:00:11,362709,59414,2031
1007,l-XkWMkM4VU,채널 NCT DAILY,👨‍🍳요리왕 조리왕👨‍🍳 Ep.3  | NCT DREAM King of Cooking,00:16:42,2020-06-24 13:00:21,1115573,123700,3283
1008,l-XkWMkM4VU,채널 NCT DAILY,👨‍🍳요리왕 조리왕👨‍🍳 Ep.3  | NCT DREAM King of Cooking,00:16:42,2020-06-24 13:00:21,1115573,123700,3283
1009,u5rS_GrJncs,채널 NCT DAILY,[N'-138] 시즈니 마음을 Punch💚🥊 | ‘Punch’ 대기실 비하인드,00:06:11,2020-06-25 11:00:31,1861845,179142,7904
1010,u5rS_GrJncs,채널 NCT DAILY,[N'-138] 시즈니 마음을 Punch💚🥊 | ‘Punch’ 대기실 비하인드,00:06:11,2020-06-25 11:00:31,1861846,179142,7904
1011,xjllSRHCIb8,WayV,[WayV-ariety] Stop! Rewind! Dubbing Time! 🎙⏰ | TEN X YANGYANG's Enjoy The Challenge! Ep.2,00:24:22,2020-06-26 09:00:16,781096,107554,5549
1012,WyJcKP-Otw4,채널 NCT DANCE,NCT U 엔시티 유 ‘Kick & Ride’ Dance Practice,00:01:10,2020-06-26 11:00:20,2023126,261238,8510
1013,D9t-ULcMhHY,채널 NCT DAILY,[N'-139] 여름에는 청량시티🌊💚 | NATURE REPUBLIC 촬영장 비하인드,00:14:19,2020-06-26 13:00:09,2578361,273663,9893
1014,D9t-ULcMhHY,채널 NCT DAILY,[N'-139] 여름에는 청량시티🌊💚 | NATURE REPUBLIC 촬영장 비하인드,00:14:19,2020-06-26 13:00:09,2578361,273663,9893
1015,KVe8dYGI8Tw,채널 NCT DAILY,[Un Cut] Take #1｜'Punch' Jacket Behind the Scene,00:12:03,2020-06-27 11:00:06,970613,120300,4147
1016,cy4hJZvpIGo,채널 NCT DAILY,⚾️NCT 127 High School Baseball Team⚾️ EP.1 What's in my locker?,00:10:21,2020-06-30 13:00:13,2695991,224853,7244
1017,zsE3yjKuP8c,WayV,"[WayV-ehind] ""Awaken The World"" Image",00:12:02,2020-07-01 09:00:16,279830,49133,2291
1018,IFcevLkDIo8,채널 NCT DAILY,🍒빨리빨리 피해롸잇💣 ㅣ NCT 127 Cherry Bomb 비하인드_100M View Special,00:06:12,2020-07-01 13:00:09,1193381,191461,9515
1019,femgMjKSRCQ,채널 NCT DAILY,NCT 127 Commentary Film l Track Video Behind,00:08:10,2020-07-02 11:00:24,600424,99809,2715
1020,tfl6K9XcqAg,WayV,[WayV-log] What is WayV chatting about during the break👂🏻👀👂🏻,00:03:34,2020-07-03 09:00:19,253164,39914,1055
1021,HwPSiiZEXik,채널 NCT DAILY,[N'-140] ❮Late Night Punch Punch Show❯ EP. 0 l Track Video 촬영장 비하인드,00:05:53,2020-07-03 13:00:06,797258,109423,4250
1022,XfDc18okU80,채널 NCT MUSIC,Bad Smell & QTAH 🍳SUNNY SIDE UP🍳 #DJ_JOHNNY_SUNNYSIDEUP,00:04:28,2020-07-05 05:00:36,1361452,220077,10657
1023,EPnsZ6XC0yM,WayV,[WayV-ehind] 'Turn Back Time (超时空 回)' MV Part.1,00:09:53,2020-07-06 09:00:09,600638,79631,1837
1024,X18bg4i67KM,채널 NCT DAILY,⚾️NCT 127 High School Baseball Team⚾️ EP.2 Chaotic Warm-up Test,00:14:22,2020-07-07 13:00:09,1951970,166277,5388
1025,pBf6tqdXuAA,WayV,[WayV-ehind] 'Turn Back Time (超时空 回)' MV Part.2,00:12:02,2020-07-09 09:00:13,414763,62012,2093
1026,YH7Udv2cwXM,채널 NCT DAILY,안녕~ 그동안 감사했어요😭 | 천지의 이것저것 Ep. 22,00:12:03,2020-07-09 11:00:30,1031900,142390,5511
1027,Ae9mwFRpCCE,WayV,[WayV-log] Master Chef XIAO’s Late Night Restaurant 🌮,00:04:05,2020-07-10 09:00:05,823400,99767,3228
1028,3-nlgHosHgg,채널 NCT DAILY,[Un Cut] Take #2｜'Punch' Recording Behind the Scene,00:10:26,2020-07-10 11:00:01,1241787,147628,4725
1029,9V17teTTudI,WayV,[Play V] TIME & THE VISION : REBIRTH,00:01:28,2020-07-11 10:00:03,288735,69777,4311
1030,dY-DNLqwa7w,채널 NCT DAILY,⚾️NCT 127 High School Baseball Team⚾️ EP.3 Drawing Liar Game,00:15:52,2020-07-14 13:00:10,1473023,134615,3238
1031,Y2xiPXDvhBo,채널 NCT DAILY,[Un Cut] Take #3｜'Punch' Dance Practice,00:06:21,2020-07-16 11:00:08,1925660,173038,4915
1032,15DhbrfR6MY,채널 NCT DAILY,[N'-141] NCT DREAM💚 ‘Beyond the Dream Show’ I Beyond LIVE Behind,00:08:25,2020-07-17 11:00:01,728484,111130,2866
1033,5PtuV1wSSYE,채널 NCT DAILY,Let’s Cook Up Some Music🍳| SUNNY SIDE UP | Johnny’s Communication Center (JCC) Ep.22,00:11:46,2020-07-20 13:00:03,826016,113164,4050
1034,JQJXI4n7IPw,채널 NCT DAILY,[N'-142] NCT 127 💚 ‘Beyond the Origin’ I Beyond LIVE Behind,00:06:40,2020-07-22 11:00:07,632469,99867,2533
1035,OQ1INjhhqCk,채널 NCT MUSIC,Cover｜RENJUN - FOOLS (Troye Sivan),00:02:23,2020-07-23 14:00:06,16336935,964188,111024
1036,1fq3eAfIYMw,채널 NCT DAILY,해찬이 할머니 댁에 놀러 갔어요🌿 EP.1 | 한 여름 낮의 꿈🌞,00:10:50,2020-07-24 13:00:01,2880021,285960,7216
1037,Z6Knf-qUZmo,채널 NCT DAILY,[N'-143] 봉쥬르👋 베이컨🥓 천지의 첫 화보❣️ I ELLE Photo shoot behind,00:06:40,2020-07-29 11:00:08,655643,109776,2928
1038,NiNjemHq6TY,채널 NCT DAILY,육즙이 톡톡! 탤스팸동 | ✨금손 문선생의 최고의 요리비결✨ | Master MOON Chef,00:12:39,2020-07-30 11:00:07,1452514,180365,10519
1039,GRY_zfLDZm4,채널 NCT DAILY,똑똑똑~ 오싹한 화채 왔어요~🍉😱 EP.2 | 한 여름 낮의 꿈🌞,00:11:41,2020-07-31 13:00:12,3231822,270714,7562
1040,rfx06LFoCgU,채널 NCT DAILY,DOYOUNG and RENJUN on a Hot Summer Day | Awsaz the First | It's Awkward But It's Ok,00:16:59,2020-08-02 11:00:25,5767105,455126,22159
1041,62EIVa6hx-4,채널 NCT DAILY,"잊으려 하였으나, 너를 잊지 못하였다↗↗↗↗↗ | 최고의 화랑을 찾아라 上 【문(文)】",00:20:40,2020-08-04 13:00:07,3550536,256395,9527
1042,vEEfgUs8Cfg,채널 NCT DAILY,Will CHENLE’s Dreams Come True?!🏀 | Step ONE | Help! JOHNNY MARKY,00:07:39,2020-08-05 11:00:15,1872440,259061,12434
1043,ZBQglziQKPo,채널 NCT DAILY,쓱싹쓱싹🖍그림일기를 썼어yo~DREAM 쩗쭓짧😝 EP.3 | 한 여름 낮의 꿈🌞,00:11:54,2020-08-07 13:00:07,2224582,221894,4215
1044,v0I3pK4y_y0,채널 NCT DAILY,"우리의 두 번째 이야기 | 어사즈 1기 도영, 런쥔 | 어색하지만 괜찮아 Ep.1-2",00:15:46,2020-08-09 11:00:13,3125401,280964,8104
1045,lbYWXfF4V28,채널 NCT DAILY,나비🦋처럼 날아서 벌🐝처럼 쏴라! | 최고의 화랑을 찾아라 下 【무(武)】,00:21:04,2020-08-11 13:00:13,1997051,171056,5865
1046,C2FLIlxiOuQ,WayV,WayV 威神V 'Bad Alive (English Ver.)' Dance Practice,00:03:52,2020-08-12 09:00:05,1757161,160343,4568
1047,pn3HTVK2aJg,채널 NCT DAILY,삼겹살 들어가실게요~ 탤글탤글파스타 | ✨금손 문선생의 최고의 요리비결✨ | Master MOON Chef,00:15:21,2020-08-13 11:00:31,2041534,187661,5210
1048,n8iIkJo3i7Y,채널 NCT DAILY,시즈니와 함께 시작한 시즌2💚 | 천지의 이것저것 시즌2 Ep.1,00:10:03,2020-08-14 11:00:14,953497,141457,4502
1049,c-lUhVaJ41w,WayV,[WayV-log] 👑Who is the best ✊🏻✌🏻🖐🏻 player?👑,00:01:40,2020-08-16 03:00:12,185799,38658,1250
1050,nAmsv1LUctc,WayV,[WayV-log] Lovely hypnotist💓,00:02:12,2020-08-16 09:00:24,184298,37671,1281
1051,BG5ptzOnxPo,채널 NCT DAILY,"우리들의 추억 남기기 | 어사즈 2기 태일, 제노 | 어색하지만 괜찮아 Ep.2-1",00:18:29,2020-08-16 11:00:05,3183207,291352,11233
1052,KOI-W_x-KLM,채널 NCT DAILY,⚓️여름 맞이⚓️ 드림 미니게임 🎮 ROUND 1 : 절대 음감 & 동문서답 | NCT DREAM mini game,00:14:47,2020-08-18 13:00:11,2093612,214159,4519
1053,81tgGQ3qPPM,WayV,[WayV-ehind] 'Bad Alive (English Ver.)' MV,00:19:54,2020-08-19 09:00:03,529207,69250,3194
1054,hfIlC2bdC6g,채널 NCT DAILY,Touching&Sincere Way to Get Closer!💗A Handwritten Letter💌 | Step TWO | Help! JOHNNY MARKY,00:06:33,2020-08-20 11:00:09,854062,131423,5158
1055,xkfebR9Khl0,채널 NCT DAILY,Let’s get it~! Learning Bahasa Indonesia!📖 | The 1st Period | HALO! INDONESIAN SCHOOL🎓,00:10:03,2020-08-21 13:00:32,6755278,777310,63249
1056,fqzfTX0uzzw,채널 NCT DAILY,"우리 둘 사이 | 어사즈 2기 태일, 제노 | 어색하지만 괜찮아 Ep.2-2",00:16:33,2020-08-23 11:00:19,1869687,194891,5675
1057,Kq7AFeAkQuc,WayV,[WayV-ariety] WINformation,00:00:39,2020-08-24 03:00:05,215979,46579,11636
1058,mwm1AK1yQ3Q,채널 NCT DAILY,🔥한국어가 해변밖에 없어?!🔥 드림 미니게임 🎮 ROUND 2 : DREAM's 동물원 | NCT DREAM mini game,00:10:15,2020-08-25 13:00:11,1445626,165628,3716
1059,_iZxNTB6eDg,채널 NCT DAILY,NCTzen Make some noise~! Real Role-play match🎥 | The 2nd Period | HALO! INDONESIAN SCHOOL🎓,00:08:24,2020-08-26 13:00:21,2198046,374730,17066
1060,L7XvGzU0uDY,채널 NCT DAILY,What does NO CAP mean? NO 🧢? | Step THREE | Help! JOHNNY MARKY,00:07:52,2020-08-28 13:00:10,865844,128412,6191
1061,JBQ4eo_5jxA,채널 NCT DAILY,[N'-144] NCT DREAM + 시즈니 = 💚 | SORIBADA AWARDS Behind,00:06:32,2020-08-30 11:00:03,607304,111458,2444
1062,kIqW9W-4Ynw,채널 NCT DAILY,“This is so good😋” Trying Indonesian Food&Snacks | Lunch Break | HALO! INDONESIAN SCHOOL🎓,00:11:08,2020-08-31 13:00:13,4653299,493613,21314
1063,-iirtuU8hqM,WayV,[Play V] 샘김 (Sam Kim) - Who Are You (Cover by. XIAOJUN),00:03:05,2020-09-01 09:00:00,3409763,310181,22135
1064,JjSUdwUy7uE,채널 NCT DAILY,📢영미 영미 나영미! 컬링 한 판 대결!🥌 드림 미니게임 🎮 ROUND 3 : 동고동락 & 미니컬링 | NCT DREAM mini game,00:14:47,2020-09-01 13:00:04,1087342,131175,2357
1065,y1nLo2VAHMY,채널 NCT DAILY,[N’-145] 🐎히이잉~ 말 타고 왔습니다!🐎 ㅣ 재현 도영 인기가요 Special MC 비하인드,00:04:27,2020-09-03 11:00:21,718402,123644,2970
