,ID,Channel,Title,Duration,Release Date,Views,Likes,Comments
1862,GvIM_rbI6Wk,NCT,도전! 시티골든벨 Ep.1 ❮오답(?)의 재구성❯ | THE NCT SHOW,00:28:16,2022-02-12 13:00:12,3529634,267662,4657
1863,Khy4sO7RsPY,NCT,도전! 시티골든벨 Ep.2 ❮이거 진짜 레알이에요?❯ | THE NCT SHOW,00:20:14,2022-02-13 13:00:08,2052318,193131,3440
1864,0Y6cbQonILg,NCT,누군가 날 알아주면 안 될까? | Child’s Diary,00:15:23,2022-02-15 11:00:01,582599,92226,3273
1865,rWY7V3vkVf4,NCT,'Child' MV Behind the Scene,00:08:50,2022-02-17 11:00:34,318020,62663,1219
1866,obWumoPfC3o,NCT 127,Poster & VCR Shooting Behind | Ep.1 | THE LINK LOG,00:26:53,2022-02-18 13:00:33,591141,75735,1893
1867,iMHI6rywGZY,NCT,'Child' Recording Behind the Scene,00:13:38,2022-02-21 11:00:21,432257,75968,1905
1868,L6VRkLUJwSw,NCT 127,"Solo & Unit Stage Practice Behind (MARK, YUTA, TAEIL&HAECHAN) | Ep.2 | THE LINK LOG",00:20:36,2022-02-22 13:00:09,691971,79554,2520
1869,LiHhMQlCe6c,NCT,We look good~ Tailoring our own suits👔 | Johnny’s Communication Center (JCC) Ep.32,00:22:38,2022-02-24 11:00:09,1145665,136791,4327
1870,B_IsLPrbo1Q,NCT 127,"Solo Stage Practice Behind (JAEHYUN, JUNGWOO, DOYOUNG) | Ep.3 | THE LINK LOG",00:17:45,2022-02-26 13:00:11,583386,69240,2089
1871,Js8sMD7sDVk,NCT DREAM,NCT DREAM 2nd KICK-OFF MEETING,00:01:35,2022-02-28 11:00:06,661934,145281,3627
1872,UygfbX6WmH0,NCT 127,"Solo Stage Practice Behind (TAEIL, TAEYONG, JOHNNY) | Ep.4 | THE LINK LOG",00:17:20,2022-03-02 13:00:17,683527,86965,3097
1873,lABaBXbHk1E,NCT,"그때부터였어요, 사진을 찍기 시작한 게 | 김정우의 이 사람을 찾아서 ‘쟈니’편",00:19:58,2022-03-03 13:00:18,433100,56443,1436
1874,aSF1swLICdg,NCT DREAM,2022-01-14 NCT DREAM 회의,00:10:01,2022-03-04 11:00:00,625963,113455,2414
1875,1nxxVYCvMts,NCT 127,NATURE REPUBLIC Photoshoot Behind｜COOL GUYS 👖,00:07:13,2022-03-05 11:00:00,332397,49680,1292
1876,xQ6l2op2lvQ,NCT 127,Stage Practice Behind | Ep.5 | THE LINK LOG,00:22:06,2022-03-06 13:00:33,676237,65594,1429
1877,8MsSLxu2p3s,NCT 127,Stage Rehearsal Behind | Ep.6 | THE LINK LOG,00:20:43,2022-03-10 13:00:07,459194,51905,1038
1878,wGqUpclD40w,NCT DREAM,We're coming together | 7llin’ in our Youth | EP. 1,00:23:32,2022-03-11 11:00:36,5672321,444196,7931
1879,LzEtflkD2bk,NCT,너무 완벽하면 매력 없어🙄 케이크 만들기🍰 | 천지의 이것저것 시즌2 Ep.12,00:22:49,2022-03-13 13:00:11,830355,101337,1919
1880,IGZA34x-rMw,NCT DREAM,You're the Irreplaceable | 7llin’ in our Youth | EP. 2,00:33:28,2022-03-14 11:00:13,4790652,332177,6013
1881,_wvZvQNWVTc,NCT 127,Concert D-Day Behind | Ep.7 | THE LINK LOG,00:27:36,2022-03-14 13:00:31,530551,52454,1309
1882,nKs72Cn63vY,NCT DREAM,NCT DREAM 엔시티 드림 'Glitch Mode' CBT (Closed Beta Test) Ver.1,00:00:22,2022-03-15 15:00:27,746272,168628,2305
1883,MemIaXhCbtM,NCT,NCT NEWS | 3월 20일 NCT U ‘coNEXTion(Age of Light)’ 발매 (22.03.16) | THE NCT SHOW,00:19:43,2022-03-16 13:00:10,869774,131537,3063
1884,odsGK4CLq1U,NCT DREAM,Life is still going on | 7llin’ in our Youth | EP. 3,00:28:56,2022-03-17 11:00:34,3212844,250074,3667
1885,xE1xkvp3uWA,NCT,CRIME ZONE File.1 시티공항 살인사건 “죽음으로의 비행” | THE NCT SHOW,00:48:32,2022-03-17 13:00:35,2447213,179917,4061
1886,EuE8oxmFZIQ,NCT,CRIME ZONE File.2 시티공항 살인사건 “돌이킬 수 없는” | THE NCT SHOW,00:36:11,2022-03-18 13:00:17,1224235,113712,3213
1887,9ZbtbRckysA,WayV,[WayV-log] KUN’s Cloud | 🪂Sky diving Ep.1,00:14:52,2022-03-19 09:00:04,140690,26266,1411
1888,xNYzXRmBzn8,NCT,HEART OVER HEIGHT | THE NCT SHOW,00:27:39,2022-03-19 13:00:28,1279104,126637,3885
1889,_ibx5tYExG4,SMTOWN,[STATION : NCT LAB] NCT U 엔시티 유 'coNEXTion (Age of Light)' Performance Video,00:03:57,2022-03-20 09:00:27,4969965,426193,13786
1890,0_TjzFm6eX8,NCT DREAM,All Night Long | 7llin’ in our Youth | EP. 4,00:30:00,2022-03-20 11:00:01,3303097,233819,4186
1891,L5ZZORGTyTg,NCT,MUSIC SPACE : The OST Trio’s Live Clip & Our Music Journey | THE NCT SHOW,00:36:26,2022-03-20 14:08:06,1009622,132855,4125
1892,UOTZeWwuHBo,NCT,37.5MHz 해찬 라디오 HAECHAN Radio | Ep.8 7분 논쟁 in the DREAM & 대신 전해줄게 ‘너를 위한 단어’ (1/2),00:43:55,2022-03-22 11:00:24,1005721,103024,2100
1893,yJG-vFCfeVk,NCT DREAM,Underneath the same light | 7llin’ in our Youth | EP. 5,00:23:44,2022-03-23 11:00:35,4372225,271296,3791
1894,mrpeNWTzqSc,NCT DREAM,NCT DREAM 엔시티 드림 'Glitch Mode' CBT (Closed Beta Test) Ver.2,00:00:25,2022-03-23 15:00:29,661710,137852,1728
1895,_7sU33knpTU,NCT DREAM,NCT DREAM 엔시티 드림 'Glitch Mode' Highlight Medley,00:03:55,2022-03-25 09:00:18,1844823,317778,10884
1896,3pouKHavWes,NCT DREAM,We’re Upgrading | 7llin’ in our Youth | EP. 6,00:25:23,2022-03-26 11:00:01,2740871,220038,3494
1897,_P8_GzzD2mE,NCT DREAM,NCT DREAM 'Fire Alarm' (Official Audio) | Glitch Mode - The 2nd Album,00:03:13,2022-03-28 09:00:07,1183965,92569,2371
1898,oZP2h3WIzqk,SMTOWN,NCT DREAM 엔시티 드림 '버퍼링 (Glitch Mode)' MV,00:03:45,2022-03-28 09:00:07,87492298,1892209,256297
1899,JxwyT2zLp7E,NCT DREAM,NCT DREAM '버퍼링 (Glitch Mode)' (Official Audio) | Glitch Mode - The 2nd Album,00:03:28,2022-03-28 09:00:16,802890,55674,1064
1900,btXvIm6H3U8,NCT DREAM,NCT DREAM 'Arcade' (Official Audio) | Glitch Mode - The 2nd Album,00:03:28,2022-03-28 09:01:01,1446957,80714,1471
1901,5z8uq8HDCe8,NCT DREAM,NCT DREAM '너를 위한 단어 (It’s Yours)' (Official Audio) | Glitch Mode - The 2nd Album,00:03:45,2022-03-28 09:01:08,1182316,85689,1984
1902,CGSrhej6YaU,NCT DREAM,NCT DREAM '잘 자 (Teddy Bear)' (Official Audio) | Glitch Mode - The 2nd Album,00:04:03,2022-03-28 09:01:16,3201153,113790,2895
1903,INgBXHGM-MY,NCT DREAM,NCT DREAM 'Replay (내일 봐)' (Official Audio) | Glitch Mode - The 2nd Album,00:03:35,2022-03-28 09:01:23,1042874,72956,1190
1904,G037h8vE3vw,NCT DREAM,NCT DREAM 'Saturday Drip' (Official Audio) | Glitch Mode - The 2nd Album,00:03:01,2022-03-28 09:01:38,4502934,160754,4230
1905,2FQAWaNV4Ns,NCT DREAM,NCT DREAM 'Better Than Gold (지금)' (Official Audio) | Glitch Mode - The 2nd Album,00:03:21,2022-03-28 09:01:45,4812503,139360,2178
1906,JoWtTkaLSQQ,NCT DREAM,NCT DREAM '미니카 (Drive)' (Official Audio) | Glitch Mode - The 2nd Album,00:03:19,2022-03-28 09:01:52,1885410,88402,2065
1907,GhHsnZdWGDU,NCT DREAM,NCT DREAM '북극성 (Never Goodbye)' (Official Audio) | Glitch Mode - The 2nd Album,00:03:33,2022-03-28 09:02:01,8181072,201864,4498
1908,xul8RpRxnMs,NCT DREAM,NCT DREAM 'Rewind' (Official Audio) | Glitch Mode - The 2nd Album,00:03:05,2022-03-28 09:02:09,731117,70386,1408
1909,cjPrBuMWdH8,NCT,37.5MHz 해찬 라디오 HAECHAN Radio | Ep.8 우리의 시간을 돌려 ‘Let’s Rewind’ (2/2),00:34:26,2022-03-29 11:00:13,701508,81050,1720
1910,4wVKhRO_UWo,NCT DREAM,[Replay] NCT DREAM 'Glitch Mode' Countdown Live,00:59:00,2022-03-29 13:00:04,719352,68758,943
1911,rIK7o9_9zO0,NCT,문지락 칼국수로 위로 받으세요💛 | ✨금손 문선생의 최고의 요리비결✨ | Master MOON Chef,00:17:23,2022-03-30 11:00:25,829706,90722,2625
1912,B6KvM9twLAs,NCT DREAM,NCT DREAM 엔시티 드림 '버퍼링 (Glitch Mode)' @DREAM STAGE : GLITCH MODE,00:03:37,2022-03-30 11:22:38,3146859,341734,7541
1913,B6KvM9twLAs,NCT DREAM,NCT DREAM 엔시티 드림 '버퍼링 (Glitch Mode)' @DREAM STAGE : GLITCH MODE,00:03:37,2022-03-30 11:22:38,3146859,341734,7541
1914,Nyv6QQeO6YE,NCT DREAM,REACTION to ⚡️’버퍼링 (Glitch Mode)’🕹 MV | NCT DREAM Reaction,00:06:00,2022-03-31 13:00:20,1577195,186751,2215
1915,FAkOrqU8GQg,NCT DREAM,Dream VS Dream | RENJUN VS JENO,00:10:59,2022-04-01 13:00:07,745835,104689,2406
1916,xC2TyPrL8u0,NCT DREAM,"Beyond LIVE: NCT DREAM - DREAM STAGE ""GLITCH MODE"" [Official Teaser]",00:00:38,2022-04-02 09:00:32,748050,130601,1466
1917,gTSk-R0Sq88,NCT DREAM,UNBOXING of NCT DREAM ‘Glitch Mode’ Album,00:12:06,2022-04-02 11:00:17,698347,96018,1593
1918,d8Xey0WiH80,NCT,Cover | RENJUN - 인연 (이선희),00:03:04,2022-04-02 13:00:02,1689205,204119,12214
1919,MAnZ05fCATs,NCT,Cover | RENJUN - 认真的雪 (인진적설) (薛之谦),00:03:28,2022-04-02 13:00:08,4399674,192334,12082
1920,NAQJsG1FnQA,NCT DREAM,Dream VS Dream | JAEMIN VS MARK,00:09:19,2022-04-04 13:00:12,756766,100964,1575
1921,uIme5r1Kxg8,WayV,[WayV-log] XIAOJUN's Quarantine Vlog,00:10:17,2022-04-06 09:00:28,470702,70536,2527
1922,3zcxWyBPonU,NCT DREAM,[Replay] Let’s Play 'Glitch Mode' l NCT DREAM,01:17:06,2022-04-07 03:00:02,860291,65551,959
1923,kwUnXx2n3V8,NCT DREAM,Dream VS Dream | JISUNG VS HAECHAN,00:11:19,2022-04-07 13:00:19,580042,74218,1125
1924,h9pm0uE0VeA,NCT,[N’-174] 거짓말❗️오늘 2021년 3월 7일이잖아‼️ | 인기가요 MC 1주년 & 막방 비하인드,00:08:24,2022-04-08 11:00:17,300491,50164,1241
1925,el-QTPoMabY,NCT DREAM,ZENNIE의 마음을 얻는 데 SUCCESS하면 되는 거죠?💚 | GLITCH LOVE SIMULATION🕹 #1,00:19:07,2022-04-08 13:00:30,1076054,127998,2047
1926,6_xtt2kjy6Y,SM STATION,[STATION] 태용 (TAEYONG) X 원슈타인 (Wonstein) 'Love Theory' UNBOXING V-log #1,00:01:06,2022-04-09 09:00:09,100060,22071,1002
1927,0miwyWG3HQY,NCT,'coNEXTion (Age of Light)' Performance Video Behind the Scene,00:14:38,2022-04-09 11:00:00,327945,36528,990
1928,Roy1nLXYarI,NCT DREAM,드디어 ⚡️첫 방송🕹을 하러 왔습니다💚 | 버퍼링 (Glitch Mode) 음악방송 대기실 비하인드,00:09:30,2022-04-09 13:00:11,767884,96350,1252
1929,LSSfqKZpGI0,NCT DREAM,Dream VS Dream | JENO VS CHENLE,00:11:26,2022-04-10 13:00:17,463390,59701,937
1930,GeECJTW0UJk,WayV,[WayV-log] KUN's Quarantine Vlog (1/2),00:12:41,2022-04-13 09:00:08,195717,30897,1010
1931,lKAiv1jmVxA,SMTOWN,[STATION] 태용 (TAEYONG) X 원슈타인 (Wonstein) 'Love Theory' MV,00:03:27,2022-04-14 09:01:44,16771325,657785,27320
1932,FBhPK3tNQJE,NCT 127,NATURE REPUBLIC Photoshoot Behind｜HIGHTEEN DIARY📔,00:12:31,2022-04-14 11:00:08,342843,46809,1001
1933,lhO4Ok_F2GY,WayV,[WayV-log] KUN's Quarantine Vlog (2/2),00:13:40,2022-04-15 09:00:25,141978,21485,680
1934,8bXDflhyXV0,NCT DREAM,버퍼링 (Glitch Mode) 🥶 with 핑크퐁 레드렉스 Teaser｜NCT DREAM X 핑크퐁,00:00:17,2022-04-15 10:00:07,645713,136213,0
1935,nCBQkzUSiuY,NCT DREAM,우린 역시 팀인가 봐요👏 | GLITCH LOVE SIMULATION🕹 #2,00:19:10,2022-04-15 13:00:32,641791,81506,1188
1936,cyPG2loG3rg,NCT DREAM,🤔곳곳에 그려진 낙서의 비밀은? | 💗NCT DREAM POP-UP STORE 'Glitch Arcade Center' Behind🕹,00:10:29,2022-04-17 11:00:15,619487,91538,1150
1937,-EuZZ1qA5vs,NCT,태용 (TAEYONG) X 원슈타인 (Wonstein) ‘Love Theory’ Production Record,00:15:31,2022-04-19 11:00:00,287782,41430,1191
1938,j0aV-t79GtY,NCT DREAM,[Un Cut] Take #1｜‘버퍼링 (Glitch Mode)’ MV Behind the Scene,00:23:22,2022-04-19 13:00:21,764972,98975,2313
1939,H1ZsvMidFT0,NCT DREAM,DREAM STAGE : GLITCH MODE Behind The Scenes,00:23:32,2022-04-20 11:00:15,1054978,118877,2423
1940,-w9EOBYYkg4,NCT,"NCT NEWS | NCT 127, 3년 만에 월드투어 개최 (22.04.20) | THE NCT SHOW",00:15:04,2022-04-20 13:00:00,577926,80824,1919
1941,8QqNEdWa_bk,NCT DREAM,[Un Cut] Take #2｜‘버퍼링 (Glitch Mode)’ Jacket Behind the Scene,00:27:10,2022-04-21 11:00:03,761308,82268,1448
1942,_OAcFPHezgs,NCT,동손 요리대회 Ep.1 ❮나 벌써부터 은손 찬스 써야하나❯ THE AVATAR APPRENTICE | THE NCT SHOW,00:23:17,2022-04-21 13:00:16,1800739,133689,2521
1943,vTHQCSOrGZ8,NCT,태용 (TAEYONG) X 원슈타인 (Wonstein) 'Love Theory' MV Behind the Scene,00:13:25,2022-04-22 11:00:24,153747,22361,675
1944,vT8HnqDejxk,NCT,동손 요리대회 Ep.2 ❮스파클링 댄스 갑니다!❯ THE AVATAR APPRENTICE | THE NCT SHOW,00:29:02,2022-04-22 13:00:35,1129086,98583,2535
1945,rmd5wy1FxGk,NCT DREAM,NCT DREAM 'Rewind' | DREAM STAGE : GLITCH MODE Ver.,00:03:05,2022-04-23 11:00:25,775393,101977,1330
1946,rmd5wy1FxGk,NCT DREAM,NCT DREAM 'Rewind' | DREAM STAGE : GLITCH MODE Ver.,00:03:05,2022-04-23 11:00:25,775393,101977,1330
1947,ObPbhqdEfxE,NCT,—̳͟͞͞ 꽉잡아시티—̳͟͞͞   ❝선생님! 저희를 제자로 받아주세요!❞ | THE NCT SHOW,00:32:00,2022-04-23 13:00:19,978262,87648,2489
1948,tiS7DSLkiQc,NCT,MUSIC SPACE : 'Love Theory' Behind Story & Live Stage | THE NCT SHOW,00:15:57,2022-04-24 13:00:32,421659,54843,2097
1949,cwB-miIfJVA,NCT DREAM,'너를 위한 단어 (It’s Yours)' Live Clip | NCT DREAM 엔시티 드림,00:03:59,2022-04-25 13:00:30,5713607,268173,7502
1950,cwB-miIfJVA,NCT DREAM,'너를 위한 단어 (It’s Yours)' Live Clip | NCT DREAM 엔시티 드림,00:03:59,2022-04-25 13:00:30,5713603,268173,7502
1951,9_xV5xqjovY,NCT,'Love Theory' Recording Behind the Scene,00:13:29,2022-04-26 11:00:05,277736,36748,962
1952,irprXwnw7PA,NCT DREAM,⚡️🕹못 다한 이야기 It's Never Goodbye~🏆💚 | 버퍼링 (Glitch Mode) 음악방송 대기실 비하인드 #2,00:12:31,2022-04-27 11:00:31,701799,91094,1676
1953,I1YI_touhGs,NCT,[N’-175] 금발 머리 어울리나요? 해볼까요?✨| W Korea Photoshoot Behind,00:04:39,2022-04-28 11:00:09,176910,26187,891
1954,-aqHicm2crE,WayV,[WayV-log] TEN's 'Birthday' Vlog,00:05:36,2022-04-29 09:00:00,207923,35628,1466
1955,I_Xhgl-_CL4,NCT DREAM,[Un Cut] Take #3｜'버퍼링 (Glitch Mode)' Dance Practice,00:14:22,2022-04-29 11:00:19,1577343,147393,2493
1956,1QLH_Fe95GI,NCT DREAM,[Un Cut] Take #4｜'버퍼링 (Glitch Mode)' Recording Behind the Scene,00:25:49,2022-05-01 13:00:00,1153379,122311,2808
1957,bLhTkhuuMA4,NCT DREAM,아기 티라노 | NCT DREAM과 함께 노래해요💚 | 어린이날 특집 | NCT DREAM X 핑크퐁,00:01:35,2022-05-05 01:00:12,11375660,194896,0
1958,zPW-YBQTEZA,NCT DREAM,Baby T-Rex | Sing along with NCT DREAM💚 | Dinosaur Song for Kids | NCT DREAM X PINKFONG,00:01:35,2022-05-05 01:00:17,29100023,349039,0
1959,ncebTLG2Ep0,NCT DREAM,‘Rewind’ Live Clip | NCT DREAM 엔시티 드림,00:03:13,2022-05-07 13:00:21,2873757,220315,4821
1960,ncebTLG2Ep0,NCT DREAM,‘Rewind’ Live Clip | NCT DREAM 엔시티 드림,00:03:13,2022-05-07 13:00:21,2873757,220315,4821
1961,9maHOpQ2sWA,NCT DREAM,[Un Cut] Take #5｜'잘 자 (Teddy Bear)' & 'Saturday Drip' Recording Behind the Scene,00:46:40,2022-05-08 13:00:04,1069546,114259,4621
1962,bTn2IiMB6SA,NCT,Get Ready With Me for the Met Gala | Johnny’s Communication Center (JCC) Ep.33,00:12:32,2022-05-12 11:00:13,792910,90067,2502
1963,S-uQ0CuU1AA,WayV,[WayV-ariety] YOTD : YANGYANG’s Outfit of The Day 🐑✨,00:10:00,2022-05-13 09:00:14,144088,30875,1837
1964,R8xmx1EGii4,NCT 127,Let’s LINK up in Japan! | gimme gimme Dance Practice,00:12:02,2022-05-13 11:00:12,918228,88138,1789
1965,UV0ffpyhvUs,NCT DREAM,NCT DREAM 엔시티 드림 'Fire Alarm + Arcade' @DREAM STAGE : GLITCH MODE,00:05:44,2022-05-14 11:00:13,3221218,180923,2544
1966,UV0ffpyhvUs,NCT DREAM,NCT DREAM 엔시티 드림 'Fire Alarm + Arcade' @DREAM STAGE : GLITCH MODE,00:05:44,2022-05-14 11:00:13,3221218,180923,2544
1967,myVkCraX73Y,NCT DREAM,NCT DREAM 엔시티 드림 Behind The Stage @DREAM STAGE : GLITCH MODE,00:12:19,2022-05-14 13:00:32,375665,58416,752
1968,smmRt2_kCsk,NCT,NCT NEWS | NCT DREAM 'Beatbox’로 컴백! (22.05.18) | THE NCT SHOW,00:16:25,2022-05-18 13:00:35,635327,88957,2353
1969,t5UHhTTUgWQ,NCT,시티명랑운동회 Ep.1 ❮괜찮겠어? 우린 패배를 모르는 엔시티인데❯ | THE NCT SHOW,00:33:24,2022-05-19 13:00:25,8669381,535339,12350
1970,PfZI4pG6nvI,NCT,시티명랑운동회 Ep.2 ❮이 운동회 Very Hot!❯ | THE NCT SHOW,00:29:55,2022-05-20 13:00:27,5144712,371356,7579
1971,xFHP09n3UDc,NCT,MBTI Chamber : NCT and the Secret of MBTI | THE NCT SHOW,00:30:11,2022-05-21 13:00:21,2204572,152859,3417
1972,izcxGQ6ZrYU,NCT,MUSIC SPACE : Just like a ZOO! Behind Chat & Live Stage | THE NCT SHOW,00:19:19,2022-05-22 13:00:19,1417392,167595,4727
1973,vHqMthBBIxc,NCT,I'm gonna try yoga at Central Park 🧘🏻‍♂️ | Johnny's Communication Center (JCC) Ep.34,00:14:46,2022-05-23 13:00:25,420746,53807,1562
1974,AVxb8uAXCGU,NCT DREAM,Glitch Mode 🕹 with Pinkfong REDREX | Sing along with NCT DREAM💚 | NCT DREAM X PINKFONG,00:02:18,2022-05-25 10:00:11,30439945,135995,0
1975,dX7tkPdLvac,NCT DREAM,버퍼링 (Glitch Mode) 🕹 with 핑크퐁 레드렉스 | NCT DREAM과 함께 노래해요💚 | NCT DREAM X 핑크퐁,00:02:18,2022-05-25 10:00:13,3632498,218603,0
1976,N5fvCaxu-4I,NCT DREAM,Let’s get to drawing our own album cover @DREAMZONE ✍️,00:06:43,2022-05-25 13:00:15,493434,92879,1667
1977,P2fHV9tFu8w,NCT 127,달콤한 쿠키 한 조각 어때요?🍪 | NCT 127 Baker House Photoshoot Behind,00:14:49,2022-05-26 11:00:21,375411,44321,939
1978,bagFQCTHXy8,SMTOWN,NCT DREAM 엔시티 드림 'Beatbox' MV,00:03:57,2022-05-30 09:00:12,90132516,2022955,218413
1979,o70b6QIVtko,NCT DREAM,NCT DREAM '별 밤 (On the way)' (Official Audio) | Beatbox - The 2nd Album Repackage,00:03:30,2022-05-30 09:02:21,1206942,77989,2353
1980,oHpxC-u4c2U,NCT DREAM,"NCT DREAM 'Sorry, Heart' (Official Audio) | Beatbox - The 2nd Album Repackage",00:03:34,2022-05-30 09:02:46,2553475,101309,3091
1981,eEiTMK7-SSM,NCT DREAM,NCT DREAM '마지막 인사 (To My First)' (Official Audio) | Beatbox - The 2nd Album Repackage,00:03:04,2022-05-30 09:03:03,3464288,137661,4196
1982,o6DFMVfnBxY,NCT DREAM,NCT DREAM 'Beatbox' (Official Audio) | Beatbox - The 2nd Album Repackage,00:03:26,2022-05-30 09:03:16,521915,50102,1050
1983,nDAsYqVyJzM,NCT DREAM,NCT DREAM 엔시티 드림 'Beatbox' Performance Stage,00:03:52,2022-05-31 11:21:35,5511661,461738,10009
1984,nDAsYqVyJzM,NCT DREAM,NCT DREAM 엔시티 드림 'Beatbox' Performance Stage,00:03:52,2022-05-31 11:21:35,5511661,461738,10009
1985,6IPed9oUznQ,WayV,[WayV-ariety] Let’s dive into summertime🤿🌊 | KUN & HENDERY Freediving Challenge,00:20:32,2022-06-03 09:00:05,293670,46401,1539
1986,ECUXPwiTGjg,NCT DREAM,REACTION to 🤝’Beatbox’🪥 MV | NCT DREAM Reaction,00:05:54,2022-06-03 13:00:07,1538985,181794,1823
1987,WWZVjzht_P0,NCT DREAM,UNBOXING of NCT DREAM ‘Beatbox’ Album,00:14:13,2022-06-04 13:00:30,761719,103592,1494
1988,WiqAa8XFjjM,NCT DREAM,[Replay] NCT DREAM ‘Beatbox’ Countdown Live l 우리만이 가능한 음악,00:57:27,2022-06-05 08:00:09,200266,23194,706
1989,GIJ7jWTas58,NCT DREAM,[Replay] NCT DREAM ‘Beatbox’ Comeback Live l 모일수록 완벽한 궁합,01:19:09,2022-06-05 09:00:10,632752,41881,1005
1990,kZ9efDP_aGU,NCT 127,JAEHYUN’S DAY｜NCT 127 “A DAY 1N M2 ROO7и”,00:12:49,2022-06-05 11:00:18,1737851,209943,5391
1991,rH7WtBzrVws,NCT,우리 노래방 정상 영업합니다🏕🎶 | FANTASTIC TRIP Ep.1,00:18:52,2022-06-05 13:00:19,1316276,169773,7499
1992,Okgr2EzC9LA,NCT 127,HAECHAN’S DAY｜NCT 127 “A DAY 1N M2 ROO7и”,00:09:26,2022-06-07 11:00:14,1166336,158475,4188
1993,-sw_nzzrQ2Y,NCT DREAM,저희가 드디어 독일에 왔습니다🤩💚 | KPOP.FLEX Behind the Scene,00:10:02,2022-06-08 11:00:00,904364,130588,4548
1994,fb98Y3cWvPI,NCT 127,MARK’S DAY｜NCT 127 “A DAY 1N M2 ROO7и”,00:10:10,2022-06-09 11:00:19,1538909,165220,4163
1995,wsGEblQ4PJE,NCT DREAM,여기 동아리는 내가 접수하겠네 😎💥 | 모여봐요 DREAM SQUAD,00:21:32,2022-06-10 11:00:39,2455923,201914,3986
1996,Sq8jvaX_jJE,NCT 127,YUTA’S DAY｜NCT 127 “A DAY 1N M2 ROO7и”,00:13:01,2022-06-11 11:00:23,863861,78061,2531
1997,xyoPMShwo08,NCT,너랑 나랑 진짜 잘 맞는 것 같아 | FANTASTIC TRIP Ep.2,00:12:54,2022-06-12 13:00:35,533362,75327,1753
1998,Eh6Aq_S7T0A,NCT 127,JOHNNY’S DAY｜NCT 127 “A DAY 1N M2 ROO7и”,00:10:17,2022-06-13 11:00:13,539668,61901,1311
1999,I37wys6jxmE,NCT DREAM,[Un Cut] Take #1｜‘Beatbox’ MV Behind the Scene,00:25:18,2022-06-14 13:00:07,940573,116999,1859
2000,pOs65uXLGQk,NCT 127,DOYOUNG’S DAY｜NCT 127 “A DAY 1N M2 ROO7и”,00:16:02,2022-06-15 11:00:23,1023801,98706,2375
2001,SFYNMOrBiG4,NCT DREAM,[Un Cut] Take #2｜‘Beatbox’ Jacket Behind the Scene,00:22:59,2022-06-16 13:00:30,450315,64225,1041
2002,3yZ-Lj1KFak,NCT 127,TAEIL’S DAY｜NCT 127 “A DAY 1N M2 ROO7и”,00:09:05,2022-06-17 11:00:02,335192,41961,1422
2003,f6y4xH0rFVM,NCT 127,JUNGWOO’S DAY｜NCT 127 “A DAY 1N M2 ROO7и”,00:14:31,2022-06-19 11:00:30,634767,60729,1938
2004,oo7JLXCxgto,NCT DREAM,🥁Bring Your Beatbox🤝 DREAM SQUAD 모집 | NCT DREAM 'Beatbox' TikTok Reaction,00:19:04,2022-06-19 13:00:24,2768276,251418,2897
2005,ggOiXrMnbF8,NCT DREAM,[Un Cut] Take #3｜‘Beatbox’ Dance Practice,00:10:25,2022-06-20 11:00:18,1390436,156536,2370
2006,bvfd04tLnw8,SMTOWN,NCT DREAM 엔시티 드림 '버퍼링 (Glitch Mode) (JINBO Remix)' MV,00:04:43,2022-06-21 09:06:09,558295,73926,1727
2007,F-Y8rlPMLpg,NCT 127,TAEYONG’S DAY｜NCT 127 “A DAY 1N M2 ROO7и”,00:12:33,2022-06-21 11:00:06,781425,72631,2139
2008,i1vbQCTyd3c,NCT DREAM,NCT DREAM 엔시티 드림 'Beatbox' Choreography Video,00:03:28,2022-06-21 13:00:31,6508804,249115,1856
2009,i1vbQCTyd3c,NCT DREAM,NCT DREAM 엔시티 드림 'Beatbox' Choreography Video,00:03:28,2022-06-21 13:00:31,6508804,249116,1856
2010,EHXvGiK18kM,NCT,NCT NEWS | 쿤 태일 양양 함께 'NCT LAB' 준비 중… (22.06.22) | THE NCT SHOW,00:17:08,2022-06-22 13:00:06,615097,81228,3001
2011,W8OO0VwWrDA,NCT DREAM,NCT DREAM 엔시티 드림 'Beatbox' Dance Practice,00:04:08,2022-06-23 11:00:14,7993178,427568,10073
2012,FZxxsY0GBVY,NCT,ONE-TWO Punch 주먹이 운다 Ep.1 ❮너! 나와!❯ | THE NCT SHOW,00:24:19,2022-06-23 13:00:15,2767862,188534,6058
2013,ww7uAbnX2Bk,NCT,ONE-TWO Punch 주먹이 운다 Ep.2 ❮나 할 말 있어!❯ | THE NCT SHOW,00:26:04,2022-06-24 13:00:39,1458471,130753,4795
2014,ybIJUBxQxoU,NCT DREAM,우리가 누군지 보여주자!👊🏻💚 | Beatbox 음악방송 대기실 비하인드,00:10:19,2022-06-25 11:00:39,856285,110533,1826
2015,qvO_rfD0Pfg,NCT,007”00” | THE NCT SHOW,00:31:43,2022-06-25 13:00:25,2432637,234118,5618
2016,nl-MJKzrPkA,NCT,MUSIC SPACE : ‘Dancing In The Rain’ Behind Story & Live Stage | THE NCT SHOW,00:18:58,2022-06-26 13:00:18,667409,82672,2830
2017,9WC95NpTYX4,NCT DREAM,[Un Cut] Take #4｜'Beatbox' Recording Behind the Scene,00:30:24,2022-06-27 13:00:03,1440347,147092,3699
